mode,threads,preset,cpu1_us,io_us,cpu2_us,connections,duration,wrk_threads,reps,successful_runs,best_runtime_s,avg_runtime_s,best_requests_sec,avg_requests_sec,best_latency_avg,avg_latency_avg,run_logs_dir
classic,1,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.010000,8.043333,119.970000,119.603333,132.170000,132.173333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p1_light_cpu_heavy_io
classic,1,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,180.920000,180.756667,175.230000,175.296667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p2_balanced
classic,1,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,370.320000,370.236667,85.870000,85.893333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p3_cpu_heavy
classic,1,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.030000,12.030000,96.640000,96.596667,643.020000,643.070000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p4_io_heavy_high_conc
classic,1,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.030000,12.030000,231.140000,230.590000,407.540000,408.253333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix
classic,1,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.040000,12.043333,49.330000,49.323333,1.230000,1.230000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound
coro,1,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.006667,1866.220000,1865.516667,8.490000,8.493333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io
coro,1,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,2122.800000,2115.626667,14.990000,15.040000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced
coro,1,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,405.170000,403.873333,78.600000,78.863333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy
coro,1,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.010000,12.016667,3686.910000,3672.960000,17.260000,17.320000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc
coro,1,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,790.680000,788.056667,120.810000,121.036667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p5_stress_mix
coro,1,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.020000,3111.510000,3100.260000,20.450000,20.746667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p6_ultra_io_bound
ws,1,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.066667,119.960000,119.370000,132.130000,132.153333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t1_p1_light_cpu_heavy_io
ws,1,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,181.030000,180.916667,175.030000,175.143333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t1_p2_balanced
ws,1,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,370.400000,370.346667,85.870000,85.890000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t1_p3_cpu_heavy
ws,1,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.030000,12.043333,96.650000,96.620000,642.930000,642.986667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t1_p4_io_heavy_high_conc
ws,1,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.026667,231.760000,231.386667,406.600000,407.183333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t1_p5_stress_mix
ws,1,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.040000,12.040000,49.340000,49.330000,1.230000,1.230000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t1_p6_ultra_io_bound
elastic,1,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.020000,8.073333,239.520000,238.983333,66.150000,66.226667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t1_p1_light_cpu_heavy_io
elastic,1,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,362.150000,361.886667,87.800000,87.883333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t1_p2_balanced
elastic,1,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,741.240000,740.916667,42.920000,42.936667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t1_p3_cpu_heavy
elastic,1,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.030000,12.036667,193.350000,193.220000,325.940000,326.003333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t1_p4_io_heavy_high_conc
elastic,1,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.020000,463.260000,462.990000,205.160000,205.270000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t1_p5_stress_mix
elastic,1,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.030000,12.036667,98.670000,98.623333,630.290000,630.350000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t1_p6_ultra_io_bound
advws,1,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.010000,8.070000,239.740000,238.810000,66.180000,66.210000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t1_p1_light_cpu_heavy_io
advws,1,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,362.330000,361.883333,87.770000,87.873333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t1_p2_balanced
advws,1,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,742.580000,741.990000,42.870000,42.886667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t1_p3_cpu_heavy
advws,1,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.030000,12.033333,193.410000,193.306667,325.930000,325.990000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t1_p4_io_heavy_high_conc
advws,1,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.010000,12.023333,462.700000,462.396667,205.330000,205.403333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t1_p5_stress_mix
advws,1,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.030000,12.030000,98.740000,98.690000,629.960000,630.226667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/advws_t1_p6_ultra_io_bound
classic,2,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.100000,8.100000,238.520000,238.243333,66.180000,66.206667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p1_light_cpu_heavy_io
classic,2,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,361.830000,361.580000,87.900000,87.950000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p2_balanced
classic,2,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,742.710000,742.523333,42.870000,42.870000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p3_cpu_heavy
classic,2,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.046667,193.460000,193.090000,325.840000,325.960000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p4_io_heavy_high_conc
classic,2,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,462.930000,462.446667,205.250000,205.443333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p5_stress_mix
classic,2,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.030000,12.040000,98.690000,98.676667,629.900000,630.153333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound
coro,2,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.006667,1862.670000,1859.816667,8.490000,8.506667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io
coro,2,p2_balanced,200,5000,200,32,10s,4,3,3,10.000000,10.003333,4284.940000,4260.713333,7.390000,7.430000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced
coro,2,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.006667,809.150000,808.976667,39.300000,39.300000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy
coro,2,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.010000,12.016667,6025.700000,6018.080000,10.520000,10.530000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc
coro,2,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,1571.020000,1569.860000,60.830000,60.850000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix
coro,2,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.020000,3114.730000,3111.283333,20.420000,20.436667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound
ws,2,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.010000,8.043333,239.880000,239.340000,66.180000,66.236667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io
ws,2,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,361.780000,361.576667,87.910000,87.946667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced
ws,2,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,742.360000,742.213333,42.870000,42.880000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy
ws,2,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.030000,193.270000,193.246667,326.030000,326.056667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p4_io_heavy_high_conc
ws,2,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.020000,463.020000,462.360000,205.120000,205.456667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p5_stress_mix
ws,2,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.030000,12.036667,98.770000,98.713333,630.080000,630.230000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p6_ultra_io_bound
elastic,2,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.020000,8.050000,478.740000,477.896667,33.050000,33.080000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t2_p1_light_cpu_heavy_io
elastic,2,p2_balanced,200,5000,200,32,10s,4,3,3,10.000000,10.006667,724.170000,723.903333,43.920000,43.943333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/elastic_t2_p2_balanced
