mode,threads,preset,run,cpu1_us,io_us,cpu2_us,connections,duration,wrk_threads,exit_code,runtime_s,lat_avg,lat_stdev,lat_max,req_sec_avg,req_sec_stdev,req_sec_max,p50,p75,p90,p99,requests,total_read,requests_sec,transfer_sec,socket_errors,perf_available,perf_task_clock,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,server_log,wrk_log,perf_log,time_log
classic,1,p4_io_heavy_high_conc,2,100,10000,100,64,12s,4,0,12.03,643.14ms,86.93ms,661.31ms,32.00,20.03,90.00,661.21ms,661.21ms,661.23ms,661.29ms,1162,12.02s,96.64,16.04KB,,1,369.50,2425,6,5,394659119,517302664,88370606,290437,4508975,5269,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p4_io_heavy_high_conc/time_run2.log
classic,1,p4_io_heavy_high_conc,3,100,10000,100,64,12s,4,0,12.03,643.02ms,87.23ms,661.52ms,34.44,19.49,70.00,661.21ms,661.23ms,661.30ms,661.41ms,1161,12.02s,96.59,16.04KB,,1,369.00,2423,6,5,397804527,508486680,87005513,298356,4837172,7679,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p4_io_heavy_high_conc/time_run3.log
classic,1,p5_stress_mix,1,600,3000,600,96,12s,4,0,12.03,408.49ms,44.68ms,416.00ms,60.32,27.89,150.00,415.88ms,415.88ms,415.88ms,415.94ms,2771,12.03s,230.43,37.81KB,,1,3765.05,5680,9,48,4351002033,6279778626,1072379689,810249,12426315,13959,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/time_run1.log
classic,1,p5_stress_mix,2,600,3000,600,96,12s,4,0,12.03,408.73ms,43.83ms,416.00ms,60.04,29.78,131.00,415.88ms,415.88ms,415.89ms,415.93ms,2769,12.03s,230.20,37.77KB,,1,3731.47,5673,5,45,4308617117,6313596138,1066398685,715057,12107313,11673,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/time_run2.log
classic,1,p5_stress_mix,3,600,3000,600,96,12s,4,0,12.03,407.54ms,44.76ms,415.31ms,59.73,26.26,151.00,414.93ms,414.98ms,415.04ms,415.20ms,2779,12.02s,231.14,37.92KB,,1,3716.22,5694,6,45,5161008604,7540443948,1280454088,776297,12315607,13516,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p5_stress_mix/time_run3.log
classic,1,p6_ultra_io_bound,1,50,20000,50,64,12s,4,0,12.05,1.23s,234.11ms,1.30s,18.87,10.29,50.00,1.30s,1.30s,1.30s,1.30s,593,12.03s,49.31,8.09KB,,1,134.47,1284,8,5,138253424,160541148,27648160,156906,2603773,9442,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/time_run1.log
classic,1,p6_ultra_io_bound,2,50,20000,50,64,12s,4,0,12.04,1.23s,233.24ms,1.30s,18.78,11.49,50.00,1.29s,1.29s,1.29s,1.30s,593,12.02s,49.33,8.09KB,,1,133.38,1289,10,5,135775819,160690356,27917006,156299,2534555,17152,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/time_run2.log
classic,1,p6_ultra_io_bound,3,50,20000,50,64,12s,4,0,12.04,1.23s,233.18ms,1.30s,18.78,11.73,50.00,1.30s,1.30s,1.30s,1.30s,593,12.02s,49.33,8.09KB,,1,135.22,1289,2,5,137673128,161473282,27726292,157987,2540447,16454,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t1_p6_ultra_io_bound/time_run3.log
coro,1,p1_light_cpu_heavy_io,1,100,8000,100,16,8s,4,0,8.01,8.49ms,98.97us,11.60ms,468.77,15.58,484.00,8.47ms,8.52ms,8.57ms,8.70ms,14941,8.01s,1866.22,306.18KB,,1,4910.66,34624,318,212,10693904551,13434347640,2287282921,6896164,122862378,430549,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/time_run1.log
coro,1,p1_light_cpu_heavy_io,2,100,8000,100,16,8s,4,0,8.00,8.49ms,85.28us,11.22ms,468.59,15.93,484.00,8.48ms,8.52ms,8.57ms,8.71ms,14936,8.00s,1865.85,306.12KB,,1,4937.72,33925,207,214,10632994743,13088362882,2230782600,7313056,125062929,410068,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/time_run2.log
coro,1,p1_light_cpu_heavy_io,3,100,8000,100,16,8s,4,0,8.01,8.50ms,106.33us,11.03ms,468.38,15.78,484.00,8.48ms,8.53ms,8.58ms,8.72ms,14928,8.01s,1864.48,305.89KB,,1,4819.36,33236,237,220,10660984504,13498963628,2301950864,6835858,117538218,412417,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p1_light_cpu_heavy_io/time_run3.log
coro,1,p2_balanced,1,200,5000,200,32,10s,4,0,10.01,14.99ms,194.96us,19.22ms,533.10,30.57,565.00,14.98ms,15.00ms,15.02ms,15.23ms,21244,10.01s,2122.80,350.34KB,,1,11037.45,42640,86,299,25920452183,35311758422,6005240120,9223353,190503050,611857,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/time_run1.log
coro,1,p2_balanced,2,200,5000,200,32,10s,4,0,10.01,15.05ms,207.59us,19.57ms,531.65,26.31,565.00,15.03ms,15.06ms,15.10ms,15.34ms,21166,10.01s,2115.19,349.08KB,,1,11044.65,42481,146,308,25934716374,35156238938,5975307811,9240449,190209238,598206,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/time_run2.log
coro,1,p2_balanced,3,200,5000,200,32,10s,4,0,10.01,15.08ms,230.01us,20.90ms,529.96,27.78,565.00,15.07ms,15.10ms,15.14ms,15.80ms,21107,10.01s,2108.89,348.04KB,,1,11011.05,42342,281,368,25834412483,35012349179,5951232272,9241238,188687575,668141,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p2_balanced/time_run3.log
coro,1,p3_cpu_heavy,1,1200,200,1200,32,10s,4,0,10.01,78.62ms,1.93ms,78.99ms,101.54,31.39,161.00,78.76ms,78.79ms,78.82ms,78.91ms,4055,10.01s,405.17,67.26KB,,1,10328.88,8193,3,190,25102692527,37236986702,6316112095,1960206,28684487,461987,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/time_run1.log
coro,1,p3_cpu_heavy,2,1200,200,1200,32,10s,4,0,10.01,78.60ms,1.92ms,78.94ms,101.54,29.31,161.00,78.74ms,78.77ms,78.80ms,78.89ms,4054,10.01s,405.06,67.25KB,,1,10324.01,8175,3,190,25091623963,37240933100,6317004094,2002680,28492489,465646,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/time_run2.log
coro,1,p3_cpu_heavy,3,1200,200,1200,32,10s,4,0,10.01,79.37ms,8.43ms,170.51ms,100.90,30.36,161.00,78.67ms,78.71ms,78.76ms,90.41ms,4018,10.01s,401.39,66.64KB,,1,10232.37,8121,5,196,24868545135,36921265287,6262513907,1984419,28581190,447820,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p3_cpu_heavy/time_run3.log
coro,1,p4_io_heavy_high_conc,1,100,10000,100,64,12s,4,0,12.02,17.26ms,430.38us,34.48ms,0.93k,41.08,0.97k,17.22ms,17.31ms,17.38ms,18.73ms,44289,12.02s,3684.86,611.74KB,,1,14070.41,88952,1424,894,32074030452,40609060136,6914152811,19195112,368711148,898877,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/time_run1.log
coro,1,p4_io_heavy_high_conc,2,100,10000,100,64,12s,4,0,12.01,17.26ms,298.42us,25.17ms,0.93k,31.95,0.97k,17.23ms,17.32ms,17.38ms,18.62ms,44290,12.01s,3686.91,612.09KB,,1,14129.19,88964,2548,688,32153608306,40626543321,6920601216,19405957,370328020,1243934,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/time_run2.log
coro,1,p4_io_heavy_high_conc,3,100,10000,100,64,12s,4,0,12.02,17.44ms,358.62us,28.88ms,0.92k,41.32,0.97k,17.37ms,17.63ms,17.76ms,18.59ms,43819,12.01s,3647.11,605.48KB,,1,14163.71,88026,2850,960,32135389301,39817670739,6780966305,20475343,379855611,1700483,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p4_io_heavy_high_conc/time_run3.log
coro,1,p5_stress_mix,1,600,3000,600,96,12s,4,0,12.02,120.81ms,3.20ms,125.88ms,198.39,43.92,242.00,121.07ms,121.13ms,121.19ms,121.38ms,9503,12.02s,790.68,130.49KB,,1,12660.67,19181,28,628,30415568451,44506928934,7554888084,4418294,64250281,971294,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p5_stress_mix/time_run1.log
coro,1,p5_stress_mix,2,600,3000,600,96,12s,4,0,12.02,121.11ms,3.71ms,124.70ms,197.88,47.75,242.00,121.36ms,121.43ms,121.52ms,124.19ms,9467,12.02s,787.55,129.98KB,,1,12666.76,19127,22,593,30414086441,44365681901,7530054253,4536318,68185487,952198,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t1_p5_stress_mix/time_run2.log
