mode,threads,preset,run,cpu1_us,io_us,cpu2_us,connections,duration,wrk_threads,exit_code,runtime_s,lat_avg,lat_stdev,lat_max,req_sec_avg,req_sec_stdev,req_sec_max,p50,p75,p90,p99,requests,total_read,requests_sec,transfer_sec,socket_errors,perf_available,perf_task_clock,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,server_log,wrk_log,perf_log,time_log
classic,2,p5_stress_mix,3,600,3000,600,96,12s,4,0,12.02,205.77ms,15.46ms,208.01ms,115.95,40.66,212.00,207.87ms,207.88ms,207.88ms,207.95ms,5547,12.01s,461.72,75.75KB,,1,7315.16,11217,2381,78,9812448674,14387237265,2440129397,1543794,22181938,430216,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p5_stress_mix/time_run3.log
classic,2,p6_ultra_io_bound,1,50,20000,50,64,12s,4,0,12.05,629.90ms,84.32ms,647.51ms,30.24,16.87,90.00,647.39ms,647.41ms,647.42ms,647.47ms,1188,12.04s,98.69,16.19KB,,1,246.87,2104,8,11,255235615,305014874,52551308,296612,4656041,23347,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/time_run1.log
classic,2,p6_ultra_io_bound,2,50,20000,50,64,12s,4,0,12.04,630.16ms,83.83ms,647.63ms,31.28,17.22,80.00,647.43ms,647.47ms,647.51ms,647.58ms,1187,12.03s,98.67,16.19KB,,1,250.10,2213,8,8,258241604,305496897,52524883,300961,4558791,20583,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/time_run2.log
classic,2,p6_ultra_io_bound,3,50,20000,50,64,12s,4,0,12.03,630.40ms,83.28ms,647.82ms,32.88,19.53,101.00,647.46ms,647.51ms,647.55ms,647.75ms,1186,12.02s,98.67,16.19KB,,1,254.20,2371,9,8,260375559,308020527,53064701,305472,4768352,22406,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/classic_t2_p6_ultra_io_bound/time_run3.log
coro,2,p1_light_cpu_heavy_io,1,100,8000,100,16,8s,4,0,8.00,8.49ms,77.94us,9.95ms,467.88,15.21,484.00,8.48ms,8.53ms,8.58ms,8.70ms,14911,8.01s,1862.67,305.59KB,,1,5417.36,39652,1693,797,10928808154,12982271553,2214254473,8986165,139955879,2834857,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/time_run1.log
coro,2,p1_light_cpu_heavy_io,2,100,8000,100,16,8s,4,0,8.01,8.52ms,96.95us,10.53ms,466.13,17.36,484.00,8.51ms,8.56ms,8.62ms,8.74ms,14861,8.01s,1856.18,304.53KB,,1,5429.82,37370,1375,1155,11013398688,12879385378,2197551149,8780864,142775924,3262210,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/time_run2.log
coro,2,p1_light_cpu_heavy_io,3,100,8000,100,16,8s,4,0,8.01,8.51ms,76.93us,10.01ms,467.38,16.70,484.00,8.49ms,8.55ms,8.60ms,8.71ms,14897,8.01s,1860.60,305.25KB,,1,5325.65,37620,1487,918,10884623565,13128014959,2236144657,8489185,134596712,3180419,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p1_light_cpu_heavy_io/time_run3.log
coro,2,p2_balanced,1,200,5000,200,32,10s,4,0,10.01,7.39ms,155.99us,11.28ms,1.08k,30.96,1.13k,7.38ms,7.42ms,7.48ms,7.70ms,42879,10.01s,4284.94,703.00KB,,1,22102.09,85980,2346,618,51877281420,71244295517,12108373913,19857684,325389799,2423366,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/time_run1.log
coro,2,p2_balanced,2,200,5000,200,32,10s,4,0,10.00,7.39ms,138.62us,10.92ms,1.08k,27.76,1.13k,7.38ms,7.43ms,7.49ms,7.70ms,42858,10.01s,4283.39,702.74KB,,1,22142.74,85792,2448,610,51918683608,71169604460,12098331877,19941407,315079621,2507864,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/time_run2.log
coro,2,p2_balanced,3,200,5000,200,32,10s,4,0,10.00,7.51ms,159.57us,11.29ms,1.06k,20.18,1.12k,7.50ms,7.56ms,7.62ms,7.80ms,42162,10.01s,4213.81,691.33KB,,1,22257.96,83915,9325,761,51966235067,69989277631,11899431144,19974731,319823620,13928361,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p2_balanced/time_run3.log
coro,2,p3_cpu_heavy,1,1200,200,1200,32,10s,4,0,10.01,39.30ms,688.09us,42.23ms,203.08,35.31,242.00,39.33ms,39.37ms,39.41ms,39.50ms,8096,10.01s,808.88,134.29KB,,1,20570.05,15965,615,232,49975658208,74042670846,12559542399,4198832,59563208,1149227,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/time_run1.log
coro,2,p3_cpu_heavy,2,1200,200,1200,32,10s,4,0,10.00,39.30ms,669.08us,39.59ms,203.09,35.09,242.00,39.34ms,39.38ms,39.40ms,39.45ms,8096,10.01s,809.15,134.33KB,,1,20529.63,15880,373,242,49982095271,74112252574,12570543716,4218380,58077642,1041066,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/time_run2.log
coro,2,p3_cpu_heavy,3,1200,200,1200,32,10s,4,0,10.01,39.30ms,664.84us,39.61ms,203.10,34.82,242.00,39.34ms,39.37ms,39.40ms,39.51ms,8096,10.01s,808.90,134.29KB,,1,20514.36,15663,784,264,49966504396,74102614582,12568465276,4371137,56511125,1019381,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p3_cpu_heavy/time_run3.log
coro,2,p4_io_heavy_high_conc,1,100,10000,100,64,12s,4,0,12.02,10.52ms,191.92us,19.73ms,1.52k,41.63,1.62k,10.49ms,10.55ms,10.62ms,11.11ms,72403,12.02s,6025.70,0.98MB,,1,24733.68,173963,8254,3315,54621718019,66002979388,11254582502,40039770,625351132,15163677,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/time_run1.log
coro,2,p4_io_heavy_high_conc,2,100,10000,100,64,12s,4,0,12.01,10.54ms,212.63us,21.28ms,1.51k,43.99,1.61k,10.51ms,10.57ms,10.64ms,11.37ms,72259,12.01s,6014.92,0.98MB,,1,25234.49,174836,8241,3740,55153898732,65814595875,11221344750,39917931,638629583,19238080,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/time_run2.log
coro,2,p4_io_heavy_high_conc,3,100,10000,100,64,12s,4,0,12.02,10.53ms,258.71us,26.51ms,1.51k,31.89,1.59k,10.50ms,10.56ms,10.63ms,11.11ms,72258,12.02s,6013.62,0.97MB,,1,24915.04,176429,8211,3930,54514243402,66285295201,11309293332,39251509,625465858,18305992,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p4_io_heavy_high_conc/time_run3.log
coro,2,p5_stress_mix,1,600,3000,600,96,12s,4,0,12.03,60.84ms,1.14ms,64.65ms,395.06,65.76,484.00,60.88ms,60.93ms,61.01ms,61.49ms,18887,12.03s,1570.08,259.12KB,,1,25116.24,37956,788,2912,60638051854,88000199150,14935204582,10210457,151218174,1540680,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/time_run1.log
coro,2,p5_stress_mix,2,600,3000,600,96,12s,4,0,12.02,60.83ms,1.20ms,64.05ms,395.04,60.96,484.00,60.86ms,60.92ms,61.00ms,62.39ms,18882,12.02s,1571.02,259.28KB,,1,25094.28,37970,470,2083,60668339508,88064114302,14944769940,9925503,155303651,1315560,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/time_run2.log
coro,2,p5_stress_mix,3,600,3000,600,96,12s,4,0,12.02,60.88ms,1.26ms,63.68ms,394.29,55.21,484.00,60.94ms,61.01ms,61.06ms,62.22ms,18851,12.02s,1568.48,258.86KB,,1,25145.25,37846,574,1708,60644830940,87547279758,14856001979,10501372,167678104,1262660,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p5_stress_mix/time_run3.log
coro,2,p6_ultra_io_bound,1,50,20000,50,64,12s,4,0,12.02,20.42ms,200.05us,30.98ms,783.18,37.57,808.00,20.40ms,20.46ms,20.52ms,20.69ms,37440,12.02s,3114.73,511.01KB,,1,9483.14,96133,6518,4027,18971305055,20243227113,3461860188,21874625,326621226,10004126,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/time_run1.log
coro,2,p6_ultra_io_bound,2,50,20000,50,64,12s,4,0,12.02,20.44ms,186.82us,29.98ms,782.00,38.72,808.00,20.42ms,20.49ms,20.57ms,20.87ms,37377,12.02s,3110.23,510.27KB,,1,9780.96,95128,6098,4685,18802955438,19727365228,3378967220,22112973,332416582,10792887,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/time_run2.log
coro,2,p6_ultra_io_bound,3,50,20000,50,64,12s,4,0,12.02,20.45ms,351.65us,36.96ms,781.74,34.01,808.00,20.42ms,20.49ms,20.57ms,20.85ms,37373,12.02s,3108.89,510.05KB,,1,9857.60,93983,6173,4276,18930285737,19502046909,3337466548,21993685,332684299,11323489,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/coro_t2_p6_ultra_io_bound/time_run3.log
ws,2,p1_light_cpu_heavy_io,1,100,8000,100,16,8s,4,0,8.01,66.18ms,3.16ms,66.61ms,60.06,16.89,80.00,66.42ms,66.48ms,66.54ms,66.58ms,1922,8.01s,239.88,39.36KB,,1,571.23,3881,6,8,757028983,1002714647,169634628,482444,6869800,31680,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/time_run1.log
ws,2,p1_light_cpu_heavy_io,2,100,8000,100,16,8s,4,0,8.02,66.31ms,3.17ms,66.82ms,60.03,18.22,80.00,66.54ms,66.55ms,66.57ms,66.71ms,1921,8.02s,239.38,39.27KB,,1,632.64,3876,6,8,735936669,824102116,140688696,479416,9624384,20302,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/time_run2.log
ws,2,p1_light_cpu_heavy_io,3,100,8000,100,16,8s,4,0,8.10,66.22ms,3.16ms,66.71ms,60.05,17.29,80.00,66.45ms,66.54ms,66.56ms,66.58ms,1934,8.10s,238.76,39.17KB,,1,608.34,3904,5,8,656282741,835623433,142933215,492222,8066160,30453,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p1_light_cpu_heavy_io/time_run3.log
ws,2,p2_balanced,1,200,5000,200,32,10s,4,0,10.01,87.91ms,9.34ms,103.91ms,90.64,11.28,131.00,88.34ms,94.04ms,99.51ms,103.37ms,3619,10.01s,361.71,59.34KB,,1,1849.51,7271,4,8,2619098964,3630399047,620398720,953912,15780409,59244,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/time_run1.log
ws,2,p2_balanced,2,200,5000,200,32,10s,4,0,10.01,87.91ms,11.28ms,105.15ms,90.64,14.06,131.00,88.29ms,97.91ms,102.60ms,105.09ms,3620,10.01s,361.78,59.35KB,,1,1812.50,7296,4,8,2602929806,3634639201,616309608,935176,14425282,59789,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/time_run2.log
ws,2,p2_balanced,3,200,5000,200,32,10s,4,0,10.01,88.02ms,5.07ms,93.09ms,90.55,14.58,141.00,88.39ms,89.43ms,91.59ms,92.95ms,3616,10.01s,361.24,59.27KB,,1,1870.01,7285,5,9,2225322124,3002291774,510957812,979468,15823228,57400,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p2_balanced/time_run3.log
ws,2,p3_cpu_heavy,1,1200,200,1200,32,10s,4,0,10.01,42.88ms,3.84ms,48.60ms,186.32,17.57,240.00,42.65ms,45.76ms,47.73ms,48.42ms,7431,10.01s,742.26,122.50KB,,1,18394.48,14615,4,81,44664342618,66775166120,11324783204,2311613,28485372,213724,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/time_run1.log
ws,2,p3_cpu_heavy,2,1200,200,1200,32,10s,4,0,10.01,42.87ms,1.58ms,43.64ms,186.22,25.45,242.00,42.99ms,43.23ms,43.40ms,43.56ms,7432,10.01s,742.36,122.52KB,,1,18381.06,14607,3,80,44633599941,66773833306,11323247574,2355423,29421334,209010,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/time_run2.log
ws,2,p3_cpu_heavy,3,1200,200,1200,32,10s,4,0,10.01,42.89ms,1.55ms,43.40ms,186.26,25.29,242.00,42.97ms,43.01ms,43.02ms,43.05ms,7430,10.01s,742.02,122.46KB,,1,18408.69,14924,7,81,44982837801,67198308241,11396519307,2358585,29429966,243423,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p3_cpu_heavy/time_run3.log
ws,2,p4_io_heavy_high_conc,1,100,10000,100,64,12s,4,0,12.04,326.03ms,30.81ms,330.91ms,53.58,32.69,121.00,330.54ms,330.64ms,330.84ms,330.89ms,2326,12.04s,193.26,32.08KB,,1,740.53,4381,1069,9,793396363,1008278532,173772821,600664,9849411,310766,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p4_io_heavy_high_conc/time_run1.log
ws,2,p4_io_heavy_high_conc,2,100,10000,100,64,12s,4,0,12.03,326.06ms,30.79ms,331.24ms,52.28,31.39,131.00,330.54ms,330.86ms,331.08ms,331.21ms,2324,12.03s,193.21,32.08KB,,1,734.70,4692,1808,8,782968177,1013934492,173133310,596981,9265152,309852,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260307_172646/ws_t2_p4_io_heavy_high_conc/time_run2.log
