"timestamp","workload","pool","trial","status","command","threads","warmup","reps","matrix_n","matrix_bs","fib_n","fib_tasks","fib_split_threshold","fib_single_n","fib_single_split_threshold","fib_fast_n","fib_fast_tasks","run_times_s","latency_p50_s","latency_p95_s","latency_p99_s","app_best_s","app_avg_s","throughput_tasks_per_s","gflops","checksum","expected_checksum","fib_value","spawned_internal_nodes","elapsed_s","user_s","sys_s","cpu_pct","max_rss_kb","avg_rss_kb","voluntary_cs","involuntary_cs","perf_enabled","perf_task_clock_ms","perf_context_switches","perf_cpu_migrations","perf_cycles","perf_instructions","perf_cache_misses","perf_cpus_utilized","stderr"
"2026-02-21T08:23:21+00:00","fib_fast","ws","2","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench ws 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","2.3337e-05;2.9804e-05;4.0063e-05","0.000029804","0.000039037","0.000039858","2.3337e-05","3.1068e-05","257499.678125402","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.06","0.03","0.00","60","14288","0","61","7","1","1.97","52","0","<not supported>","<not supported>","<not supported>","0.032833",""
"2026-02-21T08:23:21+00:00","fib_fast","ws","3","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench ws 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","5.7327e-05;3.6844e-05;3.8412e-05","0.000038412","0.000055435","0.000056949","3.6844e-05","4.41943e-05","181018.819168988","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.03","0.03","0.00","102","14288","0","66","2","1","2.17","56","0","<not supported>","<not supported>","<not supported>","0.072333",""
"2026-02-21T08:23:21+00:00","fib_fast","ws","4","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench ws 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","5.6541e-05;4.8773e-05;4.2126e-05","0.000048773","0.000055764","0.000056386","4.2126e-05","4.91467e-05","162777.968815811","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.04","0.03","0.00","97","14348","0","66","17","1","2.23","59","0","<not supported>","<not supported>","<not supported>","0.055750",""
"2026-02-21T08:23:21+00:00","fib_fast","ws","5","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench ws 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","2.7612e-05;3.848e-05;3.5967e-05","0.000035967","0.000038229","0.000038430","2.7612e-05","3.40197e-05","235157.864413854","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.03","0.03","0.00","100","14188","0","68","15","1","2.01","62","0","<not supported>","<not supported>","<not supported>","0.067000",""
"2026-02-21T08:23:21+00:00","fib_fast","elastic","1","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench elastic 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","6.6957e-05;4.3246e-05;3.4701e-05","0.000043246","0.000064586","0.000066483","3.4701e-05","4.83013e-05","165627.012109405","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.03","0.03","0.00","102","14424","0","75","9","1","2.35","66","2","<not supported>","<not supported>","<not supported>","0.078333",""
"2026-02-21T08:23:21+00:00","fib_fast","elastic","2","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench elastic 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","3.851e-05;3.5174e-05;3.3395e-05","0.000035174","0.000038176","0.000038443","3.3395e-05","3.5693e-05","224133.583615835","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.03","0.03","0.00","100","14148","0","62","16","1","2.05","55","0","<not supported>","<not supported>","<not supported>","0.068333",""
"2026-02-21T08:48:10+00:00","fib_fast","elastic","3","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench elastic 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","0.00011761;4.2965e-05;3.3922e-05","0.000042965","0.000110145","0.000116117","3.3922e-05","6.48323e-05","123395.282906823","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.06","0.03","0.00","61","14460","0","73","4","1","2.44","64","0","<not supported>","<not supported>","<not supported>","0.040667",""
"2026-02-21T08:44:27+00:00","fib_fast","elastic","4","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench elastic 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","3.6326e-05;3.8494e-05;3.6595e-05","0.000036595","0.000038304","0.000038456","3.6326e-05","3.71383e-05","215411.044662787","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.04","0.03","0.00","95","14116","0","64","17","1","2.37","58","0","<not supported>","<not supported>","<not supported>","0.059250",""
"2026-02-21T08:44:27+00:00","fib_fast","elastic","5","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench elastic 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","0.000109651;3.5533e-05;3.3881e-05","0.000035533","0.000102239","0.000108169","3.3881e-05","5.96883e-05","134029.617194660","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.03","0.03","0.00","100","14352","0","68","11","1","2.30","63","0","<not supported>","<not supported>","<not supported>","0.076667",""
"2026-02-21T08:44:27+00:00","fib_fast","advws","1","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench advws 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","1.6077e-05;3.9962e-05;3.594e-05","0.000035940","0.000039560","0.000039882","1.6077e-05","3.06597e-05","260928.841443328","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.04","0.02","0.01","97","14380","0","60","8","1","2.17","51","0","<not supported>","<not supported>","<not supported>","0.054250",""
"2026-02-21T08:44:27+00:00","fib_fast","advws","2","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench advws 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","8.5154e-05;4.7135e-05;5.2033e-05","0.000052033","0.000081842","0.000084492","4.7135e-05","6.14407e-05","130206.849856854","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.03","0.02","0.01","102","14192","0","68","5","1","2.18","60","0","<not supported>","<not supported>","<not supported>","0.072667",""
"2026-02-21T08:44:27+00:00","fib_fast","advws","3","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench advws 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","6.7124e-05;3.814e-05;3.6029e-05","0.000038140","0.000064226","0.000066544","3.6029e-05","4.70977e-05","169859.674676258","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.04","0.03","0.00","100","14348","0","65","9","1","2.25","58","0","<not supported>","<not supported>","<not supported>","0.056250",""
"2026-02-21T08:44:27+00:00","fib_fast","advws","4","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench advws 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","5.5485e-05;4.739e-05;5.0196e-05","0.000050196","0.000054956","0.000055379","4.739e-05","5.10237e-05","156789.883916690","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.03","0.03","0.00","102","14348","0","61","6","1","2.25","55","0","<not supported>","<not supported>","<not supported>","0.075000",""
"2026-02-21T08:44:28+00:00","fib_fast","advws","5","ok","/home/rjahangir/Concurrency_in_Cpp/build/fib_fast_bench advws 90 8 1 3 8","8","1","3","NA","NA","NA","NA","NA","NA","NA","90","8","0.000111193;2.7894e-05;3.7848e-05","0.000037848","0.000103859","0.000109726","2.7894e-05","5.89783e-05","135643.109414819","NA","4593793481256977344","4593793481256977344","2880067194370816120","NA","0.04","0.03","0.00","100","14436","0","83","13","1","2.61","81","0","<not supported>","<not supported>","<not supported>","0.065250",""
