mode,threads,preset,run,cpu1_mm,io_us,cpu2_mm,mm_n,mm_bs,connections,duration,wrk_threads,exit_code,runtime_s,lat_avg,lat_stdev,lat_max,req_sec_avg,req_sec_stdev,req_sec_max,p50,p75,p90,p99,requests,total_read,requests_sec,transfer_sec,socket_errors,perf_available,perf_task_clock,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,server_log,wrk_log,perf_log,time_log
coro,16,p3_cpu_heavy,3,3,200,3,256,32,32,10s,4,0,10.01,142.76ms,4.30ms,215.17ms,55.87,20.54,80.00,142.77ms,143.46ms,145.55ms,148.47ms,2226,10.01s,222.35,40.61KB,,1,161781.13,5064,1985,6301,535546676619,1894404331299,242384699908,6938502884,54996073690,1957480272,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p3_cpu_heavy/time_run3.log
coro,16,p4_io_heavy_high_conc,1,1,10000,1,256,32,64,12s,4,0,12.02,95.97ms,4.69ms,143.74ms,166.41,16.66,222.00,95.24ms,96.00ms,97.17ms,124.04ms,7966,12.02s,662.95,121.71KB,,1,193713.78,16573,7011,8475,640481815791,2247000129574,287536942544,8250054770,63975556531,2280146242,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/time_run1.log
coro,16,p4_io_heavy_high_conc,2,1,10000,1,256,32,64,12s,4,0,12.02,94.74ms,2.27ms,129.20ms,168.54,14.13,220.00,94.54ms,94.73ms,95.21ms,105.15ms,8067,12.02s,670.96,123.18KB,,1,193767.55,16701,5689,12934,640675071835,2275291567859,291187189115,8357980009,67613093189,2274394628,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/time_run2.log
coro,16,p4_io_heavy_high_conc,3,1,10000,1,256,32,64,12s,4,0,12.02,96.25ms,6.41ms,152.95ms,166.31,16.92,202.00,95.09ms,95.70ms,96.74ms,133.05ms,7944,12.02s,660.69,121.30KB,,1,193719.28,16388,6953,8681,640345615524,2240379952444,286720519627,8227170816,64049834746,2293305954,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p4_io_heavy_high_conc/time_run3.log
coro,16,p5_stress_mix,1,2,3000,2,256,32,96,12s,4,0,12.02,283.07ms,7.39ms,361.17ms,90.34,62.08,230.00,282.58ms,283.37ms,284.71ms,305.98ms,4032,12.02s,335.35,61.57KB,,1,196082.16,8453,3576,7114,647907207758,2309169333411,295465683293,8462263737,69201551086,2296803171,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/time_run1.log
coro,16,p5_stress_mix,2,2,3000,2,256,32,96,12s,4,0,12.02,287.54ms,13.55ms,424.48ms,88.68,59.23,230.00,285.45ms,286.77ms,288.14ms,355.55ms,3943,12.02s,327.94,60.21KB,,1,194840.93,8558,3469,7250,643715327893,2259078339108,289045993897,8278921852,63957299931,2254173979,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/time_run2.log
coro,16,p5_stress_mix,3,2,3000,2,256,32,96,12s,4,0,12.03,283.46ms,8.53ms,384.34ms,88.90,55.72,212.00,282.50ms,282.92ms,283.53ms,321.13ms,4032,12.03s,335.29,61.56KB,,1,196393.55,8741,3420,7258,648307173281,2309225697424,295452311057,8462464087,68914511052,2272576654,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p5_stress_mix/time_run3.log
coro,16,p6_ultra_io_bound,1,1,20000,1,256,32,64,12s,4,0,12.02,95.11ms,2.19ms,123.36ms,167.94,12.41,212.00,94.87ms,95.53ms,96.37ms,102.33ms,8040,12.02s,668.63,122.76KB,,1,193699.33,16603,7180,7947,640324708281,2267186123386,290137528598,8324119813,65904473356,2333231473,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/time_run1.log
coro,16,p6_ultra_io_bound,2,1,20000,1,256,32,64,12s,4,0,12.03,95.59ms,3.14ms,131.47ms,167.16,14.24,212.00,95.18ms,95.86ms,96.77ms,111.52ms,8002,12.03s,665.33,122.15KB,,1,193832.92,16659,7153,7603,640708831259,2256866715165,288827548023,8286598705,65061270110,2311595250,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/time_run2.log
coro,16,p6_ultra_io_bound,3,1,20000,1,256,32,64,12s,4,0,12.02,94.98ms,3.89ms,162.55ms,168.24,15.78,202.00,94.41ms,94.69ms,95.19ms,118.29ms,8056,12.02s,669.98,123.00KB,,1,193767.17,16517,7253,6816,640516416967,2271666556247,290726405406,8339714793,67772147341,2265646760,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t16_p6_ultra_io_bound/time_run3.log
ws,16,p1_light_cpu_heavy_io,1,1,8000,1,256,32,16,8s,4,0,8.01,32.29ms,1.77ms,51.05ms,123.76,8.26,151.00,31.96ms,32.17ms,32.65ms,41.59ms,3947,8.01s,492.94,90.02KB,,1,96036.03,13187,445,6237,317181445069,1108621802058,141864794602,4064816695,33972080165,1170862808,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/time_run1.log
ws,16,p1_light_cpu_heavy_io,2,1,8000,1,256,32,16,8s,4,0,8.00,31.99ms,1.72ms,48.42ms,124.87,7.86,151.00,31.72ms,31.80ms,31.89ms,42.46ms,3981,8.01s,497.27,90.81KB,,1,95643.51,13423,517,6234,316040349030,1117791448757,143047804304,4098161238,35936502936,1143149981,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/time_run2.log
ws,16,p1_light_cpu_heavy_io,3,1,8000,1,256,32,16,8s,4,0,8.00,32.25ms,2.34ms,48.90ms,123.84,9.16,151.00,31.72ms,31.83ms,31.95ms,42.77ms,3949,8.00s,493.38,90.10KB,,1,95930.22,13285,560,6231,316781181286,1109267843951,141910002910,4066772056,34960939771,1161259314,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p1_light_cpu_heavy_io/time_run3.log
ws,16,p2_balanced,1,2,5000,2,256,32,32,10s,4,0,10.01,105.73ms,36.58ms,241.79ms,75.40,12.53,111.00,98.66ms,117.57ms,160.94ms,228.57ms,3012,10.01s,300.86,54.94KB,,1,146081.92,6439,2778,6240,483575498440,1701950166332,217755001638,6232246361,49942262889,1789977714,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/time_run1.log
ws,16,p2_balanced,2,2,5000,2,256,32,32,10s,4,0,10.01,106.00ms,34.39ms,311.88ms,75.70,11.64,131.00,102.39ms,119.36ms,136.45ms,263.23ms,3024,10.01s,302.12,55.17KB,,1,146140.67,6529,2647,6241,483008744611,1709220415991,218679596976,6258748339,50138510518,1807233667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/time_run2.log
ws,16,p2_balanced,3,2,5000,2,256,32,32,10s,4,0,10.01,106.14ms,37.96ms,260.55ms,75.53,13.13,111.00,102.27ms,112.08ms,156.68ms,239.31ms,3017,10.01s,301.42,55.04KB,,1,146116.33,6531,2765,6242,482600553225,1705316362325,218185486585,6244330574,49992243332,1812513285,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p2_balanced/time_run3.log
ws,16,p3_cpu_heavy,1,3,200,3,256,32,32,10s,4,0,10.01,140.94ms,47.55ms,270.26ms,56.33,14.50,90.00,138.90ms,159.31ms,224.39ms,258.66ms,2251,10.01s,224.85,40.84KB,,1,161239.81,4942,2088,6249,532787285918,1915187630893,245012626798,7008716644,60288437540,2009234490,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/time_run1.log
ws,16,p3_cpu_heavy,2,3,200,3,256,32,32,10s,4,0,10.01,143.91ms,57.46ms,363.42ms,55.78,15.64,100.00,136.07ms,157.87ms,213.09ms,326.85ms,2225,10.01s,222.37,40.39KB,,1,161298.89,4806,2003,6246,534225427822,1893341836358,242227699491,6929095310,55735234558,2018665025,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/time_run2.log
ws,16,p3_cpu_heavy,3,3,200,3,256,32,32,10s,4,0,10.01,144.14ms,53.11ms,325.00ms,55.56,15.57,90.00,138.84ms,160.68ms,208.23ms,319.19ms,2215,10.01s,221.27,40.19KB,,1,161228.16,4786,2089,6248,533517415784,1885001556721,241155681611,6898758202,54710500033,1975114570,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p3_cpu_heavy/time_run3.log
ws,16,p4_io_heavy_high_conc,1,1,10000,1,256,32,64,12s,4,0,12.02,137.75ms,68.16ms,387.74ms,117.56,20.90,190.00,132.26ms,171.82ms,224.89ms,350.11ms,5624,12.02s,467.87,85.90KB,,1,137110.90,11612,5193,6252,453201249690,1590972874898,203561696370,5831763834,47692276183,1695144813,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/time_run1.log
ws,16,p4_io_heavy_high_conc,2,1,10000,1,256,32,64,12s,4,0,12.03,134.74ms,30.38ms,189.87ms,118.40,17.06,171.00,138.71ms,157.84ms,166.96ms,181.52ms,5665,12.03s,470.88,86.45KB,,1,136769.55,11774,5323,6248,451795456974,1602439264670,205038244096,5873682218,49180991603,1694799543,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/time_run2.log
ws,16,p4_io_heavy_high_conc,3,1,10000,1,256,32,64,12s,4,0,12.02,136.73ms,49.55ms,345.16ms,117.35,20.09,181.00,130.55ms,163.09ms,192.31ms,322.76ms,5614,12.02s,467.11,85.76KB,,1,137140.43,11690,5009,6243,452352183616,1588100236887,203202941902,5821676208,47815097850,1690372124,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p4_io_heavy_high_conc/time_run3.log
ws,16,p5_stress_mix,1,2,3000,2,256,32,96,12s,4,0,12.02,302.74ms,105.60ms,670.98ms,78.50,21.20,151.00,289.76ms,341.88ms,453.89ms,651.65ms,3753,12.02s,312.31,57.03KB,,1,185022.10,8014,3340,6251,612261458823,2152770302528,275430528779,7882732637,63230682711,2292728367,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/time_run1.log
ws,16,p5_stress_mix,2,2,3000,2,256,32,96,12s,4,0,12.03,302.90ms,90.62ms,605.67ms,78.26,19.61,140.00,286.56ms,358.93ms,413.74ms,575.84ms,3746,12.02s,311.58,56.90KB,,1,185089.87,7901,3482,6243,612547527267,2148902138840,274925897118,7868466795,62933602511,2274943076,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/time_run2.log
ws,16,p5_stress_mix,3,2,3000,2,256,32,96,12s,4,0,12.03,298.11ms,59.37ms,517.26ms,79.72,19.23,131.00,308.66ms,338.48ms,350.40ms,485.01ms,3812,12.02s,317.04,57.90KB,,1,184738.16,8029,3525,6256,611437876834,2185837856339,279641780105,8002801741,68867108978,2268472026,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p5_stress_mix/time_run3.log
ws,16,p6_ultra_io_bound,1,1,20000,1,256,32,64,12s,4,0,12.02,174.26ms,60.20ms,293.00ms,91.23,19.90,151.00,151.42ms,235.06ms,259.13ms,275.57ms,4372,12.02s,363.63,66.76KB,,1,105915.02,9071,3835,6240,348634215948,1240845231749,158759889149,4548385005,38996363908,1330692005,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/time_run1.log
ws,16,p6_ultra_io_bound,2,1,20000,1,256,32,64,12s,4,0,12.03,178.49ms,75.47ms,715.18ms,90.54,18.68,150.00,174.75ms,195.34ms,232.99ms,516.29ms,4335,12.02s,360.56,66.20KB,,1,106560.32,9029,4276,6247,351489562203,1230457199807,157439449804,4510821949,37108176518,1344513762,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/time_run2.log
ws,16,p6_ultra_io_bound,3,1,20000,1,256,32,64,12s,4,0,12.02,194.82ms,141.37ms,810.41ms,90.91,21.64,160.00,162.27ms,194.60ms,388.17ms,742.29ms,4352,12.02s,362.17,66.49KB,,1,106227.48,9148,4027,6247,350912969126,1235225100331,158033832044,4528245463,38780470060,1319838876,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/ws_t16_p6_ultra_io_bound/time_run3.log
elastic,16,p1_light_cpu_heavy_io,1,1,8000,1,256,32,16,8s,4,0,8.01,32.72ms,2.61ms,79.29ms,122.07,9.56,150.00,32.10ms,32.67ms,33.03ms,45.49ms,3892,8.01s,486.06,88.76KB,,1,96204.14,13166,435,6254,316078176558,1093293343336,139880698396,4009161823,32672606001,1149684280,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/time_run1.log
elastic,16,p1_light_cpu_heavy_io,2,1,8000,1,256,32,16,8s,4,0,8.01,32.17ms,1.88ms,66.41ms,124.18,8.74,151.00,31.85ms,32.04ms,32.17ms,42.93ms,3961,8.01s,494.58,90.32KB,,1,95833.74,13157,491,6253,314685339554,1112622518391,142375613482,4079431926,35355384674,1136170445,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/time_run2.log
elastic,16,p1_light_cpu_heavy_io,3,1,8000,1,256,32,16,8s,4,0,8.01,32.16ms,2.11ms,80.96ms,124.26,8.63,150.00,31.79ms,32.05ms,32.21ms,42.99ms,3963,8.01s,494.94,90.38KB,,1,95836.02,13098,391,6252,314866360585,1112956501436,142440900680,4081229217,35837557769,1138837878,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p1_light_cpu_heavy_io/time_run3.log
elastic,16,p2_balanced,1,2,5000,2,256,32,32,10s,4,0,10.01,57.79ms,7.62ms,108.69ms,138.35,14.36,161.00,55.31ms,55.66ms,65.74ms,86.61ms,5517,10.01s,551.26,100.67KB,,1,292432.50,17672,1174,12522,915436275939,3103392977456,397069327819,11374867363,95400588377,3407709758,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/elastic_t16_p2_balanced/time_run1.log
