mode,threads,preset,run,cpu1_mm,io_us,cpu2_mm,mm_n,mm_bs,connections,duration,wrk_threads,exit_code,runtime_s,lat_avg,lat_stdev,lat_max,req_sec_avg,req_sec_stdev,req_sec_max,p50,p75,p90,p99,requests,total_read,requests_sec,transfer_sec,socket_errors,perf_available,perf_task_clock,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,server_log,wrk_log,perf_log,time_log
classic,1,p1_light_cpu_heavy_io,1,1,8000,1,256,32,16,8s,4,0,8.01,498.20ms,69.70ms,522.10ms,12.47,9.98,30.00,512.84ms,514.83ms,517.62ms,520.72ms,249,8.01s,31.08,5.68KB,,1,6382.94,545,30,392,20878709038,74105600972,9481457271,271707139,2161113063,73052253,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/time_run1.log
classic,1,p1_light_cpu_heavy_io,2,1,8000,1,256,32,16,8s,4,0,8.01,493.21ms,68.72ms,512.67ms,11.01,7.22,30.00,508.62ms,509.57ms,510.55ms,512.22ms,251,8.01s,31.33,5.72KB,,1,6347.94,544,31,392,20738823493,74671447932,9548487314,273827229,2233001477,73336106,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/time_run2.log
classic,1,p1_light_cpu_heavy_io,3,1,8000,1,256,32,16,8s,4,0,8.01,498.15ms,69.98ms,520.05ms,11.57,8.28,30.00,512.16ms,514.95ms,516.29ms,519.82ms,249,8.01s,31.08,5.68KB,,1,6387.55,535,14,392,20892299650,74117550944,9478152996,271604686,2000956793,69910689,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p1_light_cpu_heavy_io/time_run3.log
classic,1,p2_balanced,1,2,5000,2,256,32,32,10s,4,0,10.02,1.54s,361.24ms,1.69s,9.55,5.03,20.00,1.67s,1.68s,1.68s,1.68s,191,10.02s,19.07,3.48KB,,1,10531.49,443,15,392,34584031104,124732644479,15959250065,456646016,3750816824,117008160,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/time_run1.log
classic,1,p2_balanced,2,2,5000,2,256,32,32,10s,4,0,10.02,1.56s,371.15ms,1.71s,9.16,5.39,20.00,1.70s,1.71s,1.71s,1.71s,188,10.01s,18.78,3.43KB,,1,10548.19,443,17,392,34543022243,123100612807,15743977764,450642079,3773351111,127703739,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/time_run2.log
classic,1,p2_balanced,3,2,5000,2,256,32,32,10s,4,0,10.02,1.53s,361.11ms,1.68s,9.72,5.20,20.00,1.67s,1.67s,1.67s,1.68s,191,10.01s,19.07,3.48KB,,1,10506.50,448,37,392,34498042351,124715854845,15958014876,456755940,3668629522,113251732,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p2_balanced/time_run3.log
classic,1,p3_cpu_heavy,1,3,200,3,256,32,32,10s,4,0,10.03,2.01s,552.36ms,2.27s,8.75,5.46,20.00,2.25s,2.26s,2.26s,2.27s,141,10.01s,14.08,2.56KB,,1,11773.14,338,20,392,38867903808,140196907289,17937028126,513227526,4193851502,127837159,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/time_run1.log
classic,1,p3_cpu_heavy,2,3,200,3,256,32,32,10s,4,0,10.03,2.01s,552.12ms,2.27s,6.92,4.74,20.00,2.25s,2.26s,2.26s,2.27s,141,10.02s,14.08,2.56KB,,1,11772.09,336,17,392,38922298933,140036943247,17916169228,512642125,4283044763,128608004,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/time_run2.log
classic,1,p3_cpu_heavy,3,3,200,3,256,32,32,10s,4,0,10.02,2.02s,555.48ms,2.28s,9.00,5.64,20.00,2.26s,2.27s,2.27s,2.28s,141,10.01s,14.08,2.56KB,,1,11771.13,345,40,392,38924160374,140064248367,17918756029,512697885,4071049685,124398826,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p3_cpu_heavy/time_run3.log
classic,1,p4_io_heavy_high_conc,1,1,10000,1,256,32,64,12s,4,0,12.05,1.99s,495.36ms,2.20s,10.56,5.96,30.00,2.18s,2.19s,2.19s,2.20s,351,12.03s,29.17,5.36KB,,1,9742.94,804,40,392,31774274024,113463970183,14515413481,415720664,3429453649,111775061,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/time_run1.log
classic,1,p4_io_heavy_high_conc,2,1,10000,1,256,32,64,12s,4,0,12.04,1.98s,493.32ms,2.19s,12.40,5.99,30.00,2.17s,2.18s,2.19s,2.19s,353,12.02s,29.36,5.39KB,,1,9731.24,794,26,392,31868831211,113729908975,14546732561,416824263,3465291518,111580589,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/time_run2.log
classic,1,p4_io_heavy_high_conc,3,1,10000,1,256,32,64,12s,4,0,12.03,1.97s,486.72ms,2.17s,12.73,7.70,30.00,2.16s,2.17s,2.17s,2.17s,355,12.02s,29.53,5.42KB,,1,9719.97,808,28,392,31747712552,114201787556,14612108817,418935060,3458749118,111295929,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p4_io_heavy_high_conc/time_run3.log
classic,1,p5_stress_mix,1,2,3000,2,256,32,96,12s,4,0,12.06,3.86s,1.46s,4.82s,7.90,4.24,20.00,4.81s,4.82s,4.82s,4.82s,239,12.04s,19.86,3.63KB,,1,12960.02,559,10,392,42577892501,153708763989,19664122725,562789213,4462405171,141799518,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/time_run1.log
classic,1,p5_stress_mix,2,2,3000,2,256,32,96,12s,4,0,12.05,3.86s,1.46s,4.82s,6.17,3.15,20.00,4.81s,4.82s,4.82s,4.82s,239,12.02s,19.88,3.63KB,,1,12970.21,567,16,392,42602092546,153726439821,19672253842,562893189,4425801683,141393186,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/time_run2.log
classic,1,p5_stress_mix,3,2,3000,2,256,32,96,12s,4,0,12.05,3.87s,1.47s,4.84s,6.12,3.35,20.00,4.81s,4.83s,4.84s,4.84s,239,12.03s,19.87,3.63KB,,1,12965.58,547,34,392,42586126325,153577928904,19649265391,562423611,4682933153,155667744,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p5_stress_mix/time_run3.log
classic,1,p6_ultra_io_bound,1,1,20000,1,256,32,64,12s,4,0,12.05,2.48s,708.93ms,2.82s,8.84,5.32,30.00,2.80s,2.82s,2.82s,2.82s,273,12.03s,22.69,4.16KB,,1,7522.76,617,35,392,24397616658,87919760547,11252534647,322461114,2612567663,83500312,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/time_run1.log
classic,1,p6_ultra_io_bound,2,1,20000,1,256,32,64,12s,4,0,12.04,2.51s,714.00ms,2.86s,10.04,5.44,30.00,2.83s,2.84s,2.84s,2.85s,270,12.03s,22.45,4.12KB,,1,7582.90,608,14,392,24587631873,86953932317,11125472797,318909883,2376217885,84655343,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/time_run2.log
classic,1,p6_ultra_io_bound,3,1,20000,1,256,32,64,12s,4,0,12.05,2.48s,705.53ms,2.82s,9.76,6.11,30.00,2.80s,2.81s,2.82s,2.82s,273,12.03s,22.69,4.17KB,,1,7503.01,626,23,392,24427575114,87992088430,11249816064,322252467,2759605819,88766818,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/classic_t1_p6_ultra_io_bound/time_run3.log
coro,1,p1_light_cpu_heavy_io,1,1,8000,1,256,32,16,8s,4,0,8.01,380.04ms,23.08ms,392.25ms,11.82,6.43,30.00,383.89ms,384.72ms,386.10ms,392.14ms,330,8.01s,41.21,7.57KB,,1,8352.81,699,10,409,27122388346,96733872340,12388984432,355636166,3030480670,98443636,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/time_run1.log
coro,1,p1_light_cpu_heavy_io,2,1,8000,1,256,32,16,8s,4,0,8.01,379.69ms,22.18ms,389.49ms,12.74,8.32,30.00,382.90ms,383.98ms,387.99ms,389.20ms,331,8.01s,41.32,7.59KB,,1,8374.18,699,10,410,27565008718,97160432749,12428902316,356582471,2676428060,97900920,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/time_run2.log
coro,1,p1_light_cpu_heavy_io,3,1,8000,1,256,32,16,8s,4,0,8.01,379.65ms,22.79ms,389.07ms,12.25,7.52,30.00,382.61ms,386.56ms,388.02ms,388.86ms,330,8.01s,41.19,7.56KB,,1,8351.23,701,10,409,27442119963,96833857247,12394650940,355470922,2707002867,100921122,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p1_light_cpu_heavy_io/time_run3.log
coro,1,p2_balanced,1,2,5000,2,256,32,32,10s,4,0,10.02,1.47s,168.09ms,1.54s,16.44,13.18,50.00,1.53s,1.54s,1.54s,1.54s,194,10.01s,19.37,3.56KB,,1,10829.42,451,21,421,35599174476,126438044398,16180605276,463374024,3548325628,121329300,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/time_run1.log
coro,1,p2_balanced,2,2,5000,2,256,32,32,10s,4,0,10.02,1.46s,163.35ms,1.55s,13.43,10.58,50.00,1.52s,1.53s,1.55s,1.55s,196,10.01s,19.57,3.59KB,,1,10867.67,458,15,421,35690334693,126979739509,16244189111,465347691,3616682013,119995210,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/time_run2.log
coro,1,p2_balanced,3,2,5000,2,256,32,32,10s,4,0,10.02,1.46s,157.11ms,1.54s,15.90,11.69,40.00,1.52s,1.52s,1.52s,1.53s,196,10.01s,19.58,3.59KB,,1,10872.09,458,18,421,35555606542,127571688560,16316582596,467472613,3848299209,120308023,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p2_balanced/time_run3.log
coro,1,p3_cpu_heavy,1,3,200,3,256,32,32,10s,4,0,10.02,2.15s,292.52ms,2.29s,11.13,7.73,30.00,2.29s,2.29s,2.29s,2.29s,128,10.02s,12.78,2.35KB,,1,11436.81,319,8,421,37820619943,134241376457,17176553057,491690151,3678522220,128342580,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/time_run1.log
coro,1,p3_cpu_heavy,2,3,200,3,256,32,32,10s,4,0,10.02,2.15s,275.34ms,2.33s,14.17,10.26,30.00,2.28s,2.28s,2.29s,2.30s,128,10.01s,12.78,2.35KB,,1,11486.47,316,10,421,37808279449,134289974673,17175815488,491711410,3924239510,126833127,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/time_run2.log
coro,1,p3_cpu_heavy,3,3,200,3,256,32,32,10s,4,0,10.02,2.15s,296.06ms,2.30s,14.73,10.78,30.00,2.30s,2.30s,2.30s,2.30s,128,10.01s,12.78,2.35KB,,1,11490.82,326,22,421,37762164146,134219455762,17172339793,491653030,3865596602,133693272,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p3_cpu_heavy/time_run3.log
coro,1,p4_io_heavy_high_conc,1,1,10000,1,256,32,64,12s,4,0,12.03,1.48s,147.74ms,1.53s,22.94,13.65,50.00,1.53s,1.53s,1.53s,1.53s,494,12.03s,41.07,7.58KB,,1,13377.06,1099,11,443,44148415025,156081846123,19995752244,573060706,4368052795,163252595,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/time_run1.log
coro,1,p4_io_heavy_high_conc,2,1,10000,1,256,32,64,12s,4,0,12.03,1.52s,166.21ms,1.59s,28.06,19.43,80.00,1.58s,1.59s,1.59s,1.59s,464,12.03s,38.58,7.12KB,,1,13053.36,1030,14,442,42803437456,147728480543,18910272878,542634651,3966404652,146109452,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/time_run2.log
coro,1,p4_io_heavy_high_conc,3,1,10000,1,256,32,64,12s,4,0,12.04,1.47s,145.96ms,1.53s,28.14,17.69,70.00,1.51s,1.52s,1.53s,1.53s,503,12.03s,41.81,7.72KB,,1,13493.87,1117,12,442,44458938627,158601682416,20304450901,582608494,4830603983,161176548,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p4_io_heavy_high_conc/time_run3.log
coro,1,p5_stress_mix,1,2,3000,2,256,32,96,12s,4,0,12.04,4.08s,713.88ms,4.60s,10.99,5.45,30.00,4.58s,4.58s,4.58s,4.58s,215,12.03s,17.87,3.30KB,,1,13824.21,553,9,465,45649439454,161768572818,20699095966,592913769,4499947443,160285347,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/time_run1.log
coro,1,p5_stress_mix,2,2,3000,2,256,32,96,12s,4,0,12.05,4.08s,688.50ms,4.62s,13.26,8.01,50.00,4.56s,4.57s,4.57s,4.57s,214,12.03s,17.79,3.28KB,,1,13839.45,541,15,465,45665159585,161810033347,20700375017,593098583,4682398373,170040529,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/time_run2.log
coro,1,p5_stress_mix,3,2,3000,2,256,32,96,12s,4,0,12.04,4.04s,692.45ms,4.53s,14.39,7.53,30.00,4.51s,4.51s,4.52s,4.52s,221,12.03s,18.38,3.39KB,,1,13829.17,563,18,465,45676665378,164069111826,20993596849,601407124,5027302919,160941438,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260313_115923/coro_t1_p5_stress_mix/time_run3.log
