"bench","preset","mode","fib_n","threads","warmup","reps","tasks","split_threshold","exit_code","bench_best_s","bench_avg_s","time_elapsed_s","time_elapsed_raw","time_user_s","time_sys_s","time_cpu_pct","time_max_rss_kb","time_voluntary_cs","time_involuntary_cs","time_minor_pf","time_major_pf","perf_available","perf_task_clock","perf_context_switches","perf_cpu_migrations","perf_page_faults","perf_cycles","perf_instructions","perf_branches","perf_branch_misses","perf_cache_references","perf_cache_misses","bench_log","time_log","perf_log"
"fib_bench","fb_mid","ws","60","4","1","3","4","54","0","3.202e-05","7.39783e-05","0.020000","0:00.02","0.00","0.01","100%","12416","32","1","1538","0","1","3.62","22","1","148","9321294","5458211","871604","35258","94305","10895","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_ws_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_ws_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_ws_fb_mid.log"
"fib_bench","fb_heavy","ws","65","4","1","3","8","60","0","2.781e-05","3.49063e-05","0.020000","0:00.02","0.00","0.01","100%","12288","34","1","1537","0","1","3.53","24","2","147","5500545","5570705","782044","34657","97356","14507","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_ws_fb_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_ws_fb_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_ws_fb_heavy.log"
"fib_single_bench","fs_light","ws","54","4","1","3","0","48","0","4.1823e-05","0.000165205","0.020000","0:00.02","0.00","0.01","104%","12416","57","0","1537","0","1","4.20","46","1","146","6700706","5812061","942600","37516","122063","14664","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_ws_fs_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_ws_fs_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_ws_fs_light.log"
"fib_single_bench","fs_mid","ws","60","4","1","3","0","54","0","9.6238e-05","0.000255304","0.020000","0:00.02","0.00","0.01","100%","12416","59","1","1542","0","1","4.50","48","0","152","7376912","6908409","854671","38417","124413","14407","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_ws_fs_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_ws_fs_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_ws_fs_mid.log"
"fib_single_bench","fs_heavy","ws","65","4","1","3","0","60","0","6.6308e-05","0.000191746","0.020000","0:00.02","0.00","0.01","95%","12416","62","0","1542","0","1","3.87","51","2","150","6242640","6102615","826144","37081","122528","14885","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_ws_fs_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_ws_fs_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_ws_fs_heavy.log"
"fib_fast_bench","ff_light","ws","90","4","1","3","4","0","0","2.3964e-05","6.3471e-05","0.020000","0:00.02","0.01","0.01","104%","12416","32","1","1538","0","1","3.19","21","0","146","6808927","6315266","872354","35560","98171","14593","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_ws_ff_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_ws_ff_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_ws_ff_light.log"
"fib_fast_bench","ff_mid","ws","93","4","1","3","4","0","0","3.5318e-05","4.95383e-05","0.020000","0:00.02","0.01","0.01","100%","12288","35","1","1536","0","1","2.84","24","0","148","7070492","4557476","809773","34572","99609","11406","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_ws_ff_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_ws_ff_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_ws_ff_mid.log"
"fib_fast_bench","ff_heavy","ws","93","4","1","3","16","0","0","3.4147e-05","5.3012e-05","0.020000","0:00.02","0.00","0.01","100%","12544","38","0","1536","0","1","3.06","27","0","146","5019210","6333806","897944","35482","100566","14852","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_ws_ff_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_ws_ff_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_ws_ff_heavy.log"
"fib_bench","fb_light","elastic","52","4","1","3","4","46","0","6.6587e-05","7.1944e-05","0.040000","0:00.04","0.00","0.01","52%","12416","36","1","1535","0","1","4.03","24","2","148","4978848","4640731","877675","36089","110704","14662","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_elastic_fb_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_elastic_fb_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_elastic_fb_light.log"
"fib_bench","fb_mid","elastic","60","4","1","3","4","54","0","7.3154e-05","0.000139537","0.020000","0:00.02","0.00","0.01","104%","12416","46","2","1525","0","1","3.72","35","4","147","5511279","4371075","972027","38633","106377","15480","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_elastic_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_elastic_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_elastic_fb_mid.log"
"fib_bench","fb_heavy","elastic","65","4","1","3","8","60","0","4.653e-05","6.1385e-05","0.020000","0:00.02","0.01","0.01","104%","12544","33","0","1533","0","1","4.02","22","0","148","6528352","6289103","899703","36114","96392","14018","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_elastic_fb_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_elastic_fb_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_elastic_fb_heavy.log"
"fib_single_bench","fs_light","elastic","54","4","1","3","0","48","0","9.1337e-05","0.000146131","0.020000","0:00.02","0.00","0.02","108%","12416","101","2","1551","0","1","5.92","91","12","162","10543019","6429582","1379010","56395","181291","19019","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_elastic_fs_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_elastic_fs_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_elastic_fs_light.log"
"fib_single_bench","fs_mid","elastic","60","4","1","3","0","54","0","0.000170289","0.000299072","0.020000","0:00.02","0.00","0.01","113%","12416","130","0","1554","0","1","5.81","120","9","171","13605914","8407210","1196621","59273","193439","15226","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_elastic_fs_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_elastic_fs_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_elastic_fs_mid.log"
"fib_single_bench","fs_heavy","elastic","65","4","1","3","0","60","0","5.2512e-05","9.2189e-05","0.010000","0:00.01","0.00","0.01","100%","12416","49","2","1530","0","1","2.90","38","3","147","6693480","6567669","811870","36012","108095","14448","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_elastic_fs_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_elastic_fs_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_elastic_fs_heavy.log"
"fib_fast_bench","ff_light","elastic","90","4","1","3","4","0","0","6.7275e-05","0.000113851","0.020000","0:00.02","0.01","0.01","100%","12416","41","3","1537","0","1","3.56","30","2","151","8314409","8017726","963243","38683","117754","15439","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_elastic_ff_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_elastic_ff_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_elastic_ff_light.log"
"fib_fast_bench","ff_mid","elastic","93","4","1","3","4","0","0","6.5984e-05","0.000131092","0.020000","0:00.02","0.00","0.01","100%","12544","44","1","1536","0","1","3.57","33","2","149","9277783","5949508","924040","38599","115972","13804","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_elastic_ff_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_elastic_ff_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_elastic_ff_mid.log"
"fib_fast_bench","ff_heavy","elastic","93","4","1","3","16","0","0","2.6518e-05","4.57433e-05","0.020000","0:00.02","0.00","0.01","104%","12416","41","0","1540","0","1","2.69","30","2","146","6640154","4778587","764113","34943","97390","13425","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_elastic_ff_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_elastic_ff_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_elastic_ff_heavy.log"
"fib_bench","fb_light","advws","52","4","1","3","4","46","0","5.4125e-05","0.000140116","0.010000","0:00.01","0.00","0.01","105%","12544","57","1","1546","0","1","3.70","42","10","161","7496076","7394561","1031858","46073","144796","18773","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_advws_fb_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_advws_fb_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_advws_fb_light.log"
"fib_bench","fb_mid","advws","60","4","1","3","4","54","0","3.6753e-05","6.7801e-05","0.030000","0:00.03","0.00","0.01","59%","12416","37","2","1534","0","1","3.69","25","1","151","6170127","6105639","789639","34802","99443","14107","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_advws_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_advws_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_advws_fb_mid.log"
"fib_bench","fb_heavy","advws","65","4","1","3","8","60","0","3.2824e-05","4.86053e-05","0.020000","0:00.02","0.00","0.01","100%","12288","34","1","1530","0","1","3.72","23","3","149","6319724","6148743","835922","34905","104465","14226","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_advws_fb_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_advws_fb_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_advws_fb_heavy.log"
"fib_single_bench","fs_light","advws","54","4","1","3","0","48","0","7.9629e-05","8.94987e-05","0.010000","0:00.01","0.00","0.01","100%","12544","48","1","1541","0","1","4.01","37","0","149","6490834","6432771","811777","36228","112794","14359","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_advws_fs_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_advws_fs_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_advws_fs_light.log"
"fib_single_bench","fs_mid","advws","60","4","1","3","0","54","0","3.4464e-05","9.3308e-05","0.020000","0:00.02","0.00","0.01","100%","12544","41","3","1536","0","1","2.86","30","1","150","7479884","5042831","809436","36067","108181","12523","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_advws_fs_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_advws_fs_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_advws_fs_mid.log"
"fib_single_bench","fs_heavy","advws","65","4","1","3","0","60","0","6.588e-05","8.07093e-05","0.020000","0:00.02","0.00","0.02","100%","12416","42","1","1540","0","1","3.92","31","0","148","5293011","5263289","826426","36192","116324","14592","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_advws_fs_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_advws_fs_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_advws_fs_heavy.log"
"fib_fast_bench","ff_light","advws","90","4","1","3","4","0","0","4.355e-05","0.000206454","0.020000","0:00.02","0.00","0.01","109%","12416","48","1","1546","0","1","4.78","38","7","159","8101950","7531672","988210","44257","145257","17758","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_advws_ff_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_advws_ff_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_advws_ff_light.log"
"fib_fast_bench","ff_mid","advws","93","4","1","3","4","0","0","1.511e-05","0.0002703","0.020000","0:00.02","0.01","0.01","109%","12416","56","0","1552","0","1","5.24","45","13","161","7376194","4871264","1218544","46135","156620","18026","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_advws_ff_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_advws_ff_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_advws_ff_mid.log"
"fib_fast_bench","ff_heavy","advws","93","4","1","3","16","0","0","2.8631e-05","5.61913e-05","0.020000","0:00.02","0.00","0.01","104%","12544","43","1","1540","0","1","3.38","32","3","148","4513600","6390385","950376","36941","111362","14894","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_advws_ff_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_advws_ff_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_advws_ff_heavy.log"
"fib_bench","fb_light","classic","52","8","1","3","8","46","0","4.7061e-05","4.8134e-05","0.020000","0:00.02","0.00","0.01","114%","12288","61","1","1551","0","1","5.07","51","6","165","12569007","7457620","1274918","50960","145305","16822","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_classic_fb_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_classic_fb_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_classic_fb_light.log"
"fib_bench","fb_mid","classic","60","8","1","3","8","54","0","5.1366e-05","6.68223e-05","0.010000","0:00.01","0.00","0.01","106%","12544","56","1","1555","0","1","4.36","46","6","167","10834165","6582655","1151232","48615","141342","15637","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_classic_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_classic_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_classic_fb_mid.log"
"fib_bench","fb_heavy","classic","65","8","1","3","16","60","0","7.3582e-05","0.000152646","0.030000","0:00.03","0.00","0.01","77%","12416","77","0","1554","0","1","6.16","65","9","168","8921815","7053647","1141003","49774","163747","18583","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_classic_fb_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_classic_fb_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_classic_fb_heavy.log"
"fib_single_bench","fs_light","classic","54","8","1","3","0","48","0","0.000105594","0.000140101","0.020000","0:00.02","0.00","0.01","109%","12288","98","1","1550","0","1","5.89","87","14","165","9776849","8668227","1092143","52782","160978","18318","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_classic_fs_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_classic_fs_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_classic_fs_light.log"
"fib_single_bench","fs_mid","classic","60","8","1","3","0","54","0","0.000106428","0.000157978","0.020000","0:00.02","0.00","0.01","113%","12416","112","0","1550","0","1","5.26","101","15","163","11760493","10653568","1132104","52306","173511","18777","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_classic_fs_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_classic_fs_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_classic_fs_mid.log"
"fib_single_bench","fs_heavy","classic","65","8","1","3","0","60","0","0.000160033","0.000226645","0.020000","0:00.02","0.00","0.01","110%","12416","141","1","1562","0","1","5.67","130","9","170","11061485","7668007","1145490","53185","158313","16835","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_classic_fs_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_classic_fs_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_classic_fs_heavy.log"
"fib_fast_bench","ff_light","classic","90","8","1","3","8","0","0","2.73e-05","5.2293e-05","0.020000","0:00.02","0.01","0.01","108%","12416","60","1","1548","0","1","4.88","45","17","162","8520079","7839544","1124737","47783","146270","18406","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_classic_ff_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_classic_ff_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_classic_ff_light.log"
"fib_fast_bench","ff_mid","classic","93","8","1","3","8","0","0","3.6484e-05","4.09943e-05","0.020000","0:00.02","0.00","0.01","104%","12544","57","0","1548","0","1","4.59","41","9","158","9567309","5525159","994981","45469","138666","17126","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_classic_ff_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_classic_ff_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_classic_ff_mid.log"
"fib_fast_bench","ff_heavy","classic","93","8","1","3","32","0","0","0.000112034","0.000210672","0.020000","0:00.02","0.00","0.01","113%","12416","94","1","1552","0","1","6.46","83","11","157","10345470","8024969","1385049","52402","177843","17282","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_classic_ff_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_classic_ff_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_classic_ff_heavy.log"
"fib_bench","fb_light","coro","52","8","1","3","8","46","0","4.999e-05","5.1778e-05","0.020000","0:00.02","0.00","0.01","104%","12416","49","0","1553","0","1","4.42","37","16","160","6981534","6901509","1135397","46951","138465","18320","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_coro_fb_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_coro_fb_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_coro_fb_light.log"
"fib_bench","fb_mid","coro","60","8","1","3","8","54","0","4.1608e-05","4.74487e-05","0.020000","0:00.02","0.00","0.01","104%","12288","52","0","1547","0","1","4.23","40","8","159","7389941","5984498","1157715","46758","141815","18898","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_coro_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_coro_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_coro_fb_mid.log"
"fib_bench","fb_heavy","coro","65","8","1","3","16","60","0","9.1777e-05","0.000105275","0.010000","0:00.01","0.00","0.01","115%","12288","66","1","1554","0","1","5.26","55","10","165","12320427","8410527","1276856","49933","145012","17317","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_coro_fb_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_coro_fb_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_coro_fb_heavy.log"
"fib_single_bench","fs_light","coro","54","8","1","3","0","48","0","0.000131736","0.000209439","0.030000","0:00.03","0.00","0.01","83%","12416","130","0","1556","0","1","6.25","118","13","167","13039481","8429055","1162945","54448","173730","16380","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_coro_fs_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_coro_fs_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_coro_fs_light.log"
"fib_single_bench","fs_mid","coro","60","8","1","3","0","54","0","0.00018748","0.000355737","0.020000","0:00.02","0.01","0.01","112%","12288","147","2","1553","0","1","6.87","136","17","166","10575966","7691205","1416936","57284","193225","18345","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_coro_fs_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_coro_fs_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_coro_fs_mid.log"
"fib_single_bench","fs_heavy","coro","65","8","1","3","0","60","0","0.000122312","0.000187962","0.020000","0:00.02","0.01","0.01","112%","12288","126","1","1547","0","1","5.80","115","16","165","13676375","6582956","1110741","52697","154772","14563","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_single_bench_coro_fs_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_single_bench_coro_fs_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_single_bench_coro_fs_heavy.log"
"fib_fast_bench","ff_light","coro","90","8","1","3","8","0","0","4.5075e-05","4.87617e-05","0.020000","0:00.02","0.00","0.02","107%","12416","56","1","1549","0","1","5.85","40","2","163","13317912","10128094","1158666","45397","143282","17822","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_coro_ff_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_coro_ff_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_coro_ff_light.log"
"fib_fast_bench","ff_mid","coro","93","8","1","3","8","0","0","3.1748e-05","3.98417e-05","0.020000","0:00.02","0.00","0.02","108%","12288","55","1","1545","0","1","4.93","39","6","159","8716195","7597586","1010313","45118","141979","18620","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_coro_ff_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_coro_ff_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_coro_ff_mid.log"
"fib_fast_bench","ff_heavy","coro","93","8","1","3","32","0","0","8.8139e-05","0.000119654","0.020000","0:00.02","0.00","0.02","112%","12416","66","1","1547","0","1","6.65","55","10","161","8640915","6751726","1336044","50234","163039","17252","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_fast_bench_coro_ff_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_fast_bench_coro_ff_heavy.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_fast_bench_coro_ff_heavy.log"
"fib_bench","fb_light","ws","52","8","1","3","8","46","0","4.8784e-05","5.86053e-05","0.020000","0:00.02","0.00","0.02","108%","12288","56","1","1550","0","1","5.22","42","8","161","8127511","6704947","1073653","46066","150464","18212","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_ws_fb_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_ws_fb_light.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_ws_fb_light.log"
"fib_bench","fb_mid","ws","60","8","1","3","8","54","0","7.3179e-05","9.7948e-05","0.020000","0:00.02","0.00","0.01","108%","12416","57","1","1547","0","1","6.50","47","11","161","9683016","7824839","1463969","50153","150792","17592","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/bench_fib_bench_ws_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/time_fib_bench_ws_fb_mid.log","/users/Ahnaf005/Concurrency_in_Cpp/results/fib_perf_20260303_000544/perf_fib_bench_ws_fb_mid.log"
