mode,threads,preset,run,cpu1_us,io_us,cpu2_us,connections,duration,wrk_threads,exit_code,runtime_s,lat_avg,lat_stdev,lat_max,req_sec_avg,req_sec_stdev,req_sec_max,p50,p75,p90,p99,requests,total_read,requests_sec,transfer_sec,socket_errors,perf_available,perf_task_clock,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,server_log,wrk_log,perf_log,time_log
classic,4,p6_ultra_io_bound,2,50,20000,50,64,12s,4,0,12.03,319.50ms,29.13ms,323.98ms,53.03,30.37,131.00,323.68ms,323.73ms,323.85ms,323.91ms,2372,12.03s,197.24,32.36KB,,1,494.85,4256,1090,14,514925642,599479955,102960576,610417,9261639,178450,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p6_ultra_io_bound/time_run2.log
classic,4,p6_ultra_io_bound,3,50,20000,50,64,12s,4,0,12.03,319.46ms,29.33ms,323.95ms,51.76,28.42,121.00,323.68ms,323.72ms,323.79ms,323.90ms,2372,12.02s,197.28,32.37KB,,1,502.65,4432,958,15,511429699,598482240,102899179,619957,9445592,154656,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p6_ultra_io_bound/time_run3.log
coro,4,p1_light_cpu_heavy_io,1,100,8000,100,16,8s,4,0,8.01,8.49ms,65.93us,9.28ms,466.23,14.98,484.00,8.48ms,8.53ms,8.58ms,8.69ms,14862,8.01s,1855.73,304.46KB,,1,6347.87,56537,3482,6137,10923123514,12002004085,2055830540,11934126,174019525,5004119,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/time_run1.log
coro,4,p1_light_cpu_heavy_io,2,100,8000,100,16,8s,4,0,8.10,8.50ms,88.34us,10.78ms,465.88,15.53,484.00,8.49ms,8.54ms,8.59ms,8.69ms,14892,8.10s,1838.55,301.64KB,,1,6317.60,54317,3384,6326,10742990011,11753635422,2015530070,11497401,171170236,5230365,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/time_run2.log
coro,4,p1_light_cpu_heavy_io,3,100,8000,100,16,8s,4,0,8.00,8.50ms,63.62us,9.02ms,465.46,12.80,484.00,8.49ms,8.53ms,8.58ms,8.68ms,14834,8.00s,1853.23,304.05KB,,1,6464.72,57531,3420,7858,10862326488,11740257005,2015505508,11905524,179705756,5524472,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io/time_run3.log
coro,4,p2_balanced,1,200,5000,200,32,10s,4,0,10.01,5.70ms,104.29us,8.29ms,1.39k,21.15,1.44k,5.69ms,5.74ms,5.79ms,5.93ms,55150,10.01s,5510.43,0.88MB,,1,31611.62,174255,10352,13314,69460655234,88830129036,15132352275,40242077,586316696,15006016,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/time_run1.log
coro,4,p2_balanced,2,200,5000,200,32,10s,4,0,10.01,5.69ms,123.54us,8.26ms,1.39k,22.51,1.45k,5.68ms,5.72ms,5.77ms,5.93ms,55367,10.01s,5531.51,0.89MB,,1,31455.79,169299,8900,11842,69754863969,89690948988,15274066917,39018751,567124204,15848368,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/time_run2.log
coro,4,p2_balanced,3,200,5000,200,32,10s,4,0,10.01,5.69ms,98.74us,8.15ms,1.39k,20.58,1.45k,5.68ms,5.73ms,5.77ms,5.90ms,55331,10.01s,5529.52,0.89MB,,1,31696.37,169402,9701,12242,70096619547,90004873451,15328268662,37622547,566098361,18005961,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced/time_run3.log
coro,4,p3_cpu_heavy,1,1200,200,1200,32,10s,4,0,10.01,19.63ms,255.26us,22.18ms,406.08,9.33,450.00,19.66ms,19.70ms,19.72ms,19.82ms,16167,10.01s,1615.08,268.13KB,,1,41063.26,30521,8655,337,100012640049,147528402162,25023920548,9205413,126995835,4935383,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/time_run1.log
coro,4,p3_cpu_heavy,2,1200,200,1200,32,10s,4,0,10.01,19.63ms,237.13us,19.98ms,406.76,8.70,470.00,19.66ms,19.69ms,19.73ms,19.79ms,16183,10.01s,1616.84,268.42KB,,1,41095.12,29272,9158,292,100018816513,147656754220,25045960846,9413175,128016532,4991604,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/time_run2.log
coro,4,p3_cpu_heavy,3,1200,200,1200,32,10s,4,0,10.01,19.66ms,245.69us,21.40ms,406.11,8.42,444.00,19.68ms,19.71ms,19.74ms,19.82ms,16169,10.01s,1615.39,268.18KB,,1,41032.26,28863,7844,370,99947446561,147454945764,25008504270,9125208,127669972,4958519,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy/time_run3.log
coro,4,p4_io_heavy_high_conc,1,100,10000,100,64,12s,4,0,12.02,10.53ms,188.13us,22.89ms,1.51k,49.70,1.62k,10.51ms,10.56ms,10.62ms,10.83ms,72188,12.02s,6005.98,0.97MB,,1,28626.76,214664,16814,19595,52315320947,58740492298,10052032762,48127146,737512108,31617636,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/time_run1.log
coro,4,p4_io_heavy_high_conc,2,100,10000,100,64,12s,4,0,12.02,10.51ms,146.27us,20.88ms,1.51k,42.41,1.62k,10.49ms,10.55ms,10.60ms,10.79ms,72311,12.02s,6017.67,0.98MB,,1,28124.58,226603,18601,20501,54196331006,60909035992,10418989544,52234644,758140530,24159999,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/time_run2.log
coro,4,p4_io_heavy_high_conc,3,100,10000,100,64,12s,4,0,12.01,10.52ms,191.46us,21.92ms,1.51k,49.37,1.62k,10.50ms,10.55ms,10.60ms,10.79ms,72291,12.01s,6017.61,0.98MB,,1,27928.91,212887,17936,19938,55259473458,61821626039,10574644838,50258117,744128210,27156772,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc/time_run3.log
coro,4,p5_stress_mix,1,600,3000,600,96,12s,4,0,12.02,30.60ms,398.22us,40.78ms,784.91,42.29,0.89k,30.59ms,30.63ms,30.67ms,31.92ms,37509,12.02s,3119.70,514.87KB,,1,50197.58,70355,13918,1704,120924757343,173834421732,29502567290,20686763,339075626,13027790,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/time_run1.log
coro,4,p5_stress_mix,2,600,3000,600,96,12s,4,0,12.01,30.53ms,483.16us,35.08ms,786.74,35.85,0.89k,30.54ms,30.58ms,30.62ms,31.96ms,37602,12.01s,3129.66,516.52KB,,1,50231.51,69959,10390,1689,120997303499,174417978263,29602135351,20731024,335547133,9528090,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/time_run2.log
coro,4,p5_stress_mix,3,600,3000,600,96,12s,4,0,12.03,30.52ms,445.43us,34.39ms,786.62,28.26,0.86k,30.51ms,30.57ms,30.64ms,31.95ms,37597,12.03s,3125.23,515.78KB,,1,50278.31,71956,11149,1944,121047009086,174061437702,29537704334,21138901,335515991,8983040,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix/time_run3.log
coro,4,p6_ultra_io_bound,1,50,20000,50,64,12s,4,0,12.02,20.43ms,174.92us,31.03ms,781.05,34.43,808.00,20.41ms,20.48ms,20.55ms,20.71ms,37339,12.02s,3107.65,509.85KB,,1,11639.59,133417,12141,14480,20836332292,19829166342,3410575260,29486495,414137735,16132477,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/time_run1.log
coro,4,p6_ultra_io_bound,2,50,20000,50,64,12s,4,0,12.02,20.44ms,195.06us,32.90ms,780.86,36.92,808.00,20.42ms,20.49ms,20.55ms,20.72ms,37315,12.02s,3103.63,509.19KB,,1,11566.24,134722,12330,15030,20962780565,20011985821,3452447417,30063507,420535562,16171953,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/time_run2.log
coro,4,p6_ultra_io_bound,3,50,20000,50,64,12s,4,0,12.02,20.44ms,214.81us,29.31ms,781.15,35.71,808.00,20.42ms,20.49ms,20.56ms,20.72ms,37336,12.02s,3107.34,509.80KB,,1,11445.70,118274,11457,12725,19837936631,19156047499,3302098085,27544945,396111460,15701756,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound/time_run3.log
ws,4,p1_light_cpu_heavy_io,1,100,8000,100,16,8s,4,0,8.10,32.96ms,2.47ms,35.57ms,121.02,6.54,202.00,33.16ms,34.64ms,35.21ms,35.56ms,3880,8.10s,479.02,78.59KB,,1,1166.65,7802,5,16,1370361043,1810174617,309317234,955306,13588764,16098,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/time_run1.log
ws,4,p1_light_cpu_heavy_io,2,100,8000,100,16,8s,4,0,8.01,33.13ms,4.71ms,48.24ms,120.42,8.21,151.00,33.05ms,33.21ms,41.57ms,47.19ms,3839,8.01s,479.52,78.67KB,,1,1166.28,7356,3,16,1381553963,1788985285,305785028,997612,15139278,18579,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/time_run2.log
ws,4,p1_light_cpu_heavy_io,3,100,8000,100,16,8s,4,0,8.10,32.87ms,2.79ms,36.31ms,121.20,12.82,350.00,33.15ms,33.50ms,35.26ms,36.29ms,3875,8.10s,478.41,78.49KB,,1,1166.68,7838,5,13,1393810035,1833807546,313533653,969443,13917847,14425,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io/time_run3.log
ws,4,p2_balanced,1,200,5000,200,32,10s,4,0,10.01,43.94ms,5.64ms,56.21ms,181.64,17.12,232.00,43.75ms,44.09ms,55.20ms,56.02ms,7245,10.01s,723.65,118.72KB,,1,3602.53,14068,826,13,4792033979,6696877379,1137772925,1835299,25996444,167990,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/time_run1.log
ws,4,p2_balanced,2,200,5000,200,32,10s,4,0,10.01,43.86ms,1.55ms,45.64ms,181.79,24.97,242.00,43.95ms,44.05ms,44.13ms,44.83ms,7249,10.01s,724.04,118.79KB,,1,3570.79,13729,235,18,5009283191,7011880616,1193612166,1803764,25334869,124120,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/time_run2.log
ws,4,p2_balanced,3,200,5000,200,32,10s,4,0,10.01,44.00ms,7.46ms,55.34ms,181.47,16.01,240.00,44.90ms,49.67ms,50.87ms,55.22ms,7238,10.01s,723.12,118.64KB,,1,3618.92,13892,2,16,4360631495,6095438522,1038571877,1826824,25366961,54052,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced/time_run3.log
ws,4,p3_cpu_heavy,1,1200,200,1200,32,10s,4,0,10.01,21.40ms,3.51ms,33.92ms,372.52,19.91,420.00,21.33ms,21.70ms,26.11ms,32.51ms,14841,10.01s,1483.20,244.79KB,,1,36731.65,28208,6048,146,88876813475,132658503975,22495054915,4752964,60937533,1679658,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/time_run1.log
ws,4,p3_cpu_heavy,2,1200,200,1200,32,10s,4,0,10.01,21.42ms,4.33ms,33.38ms,372.33,20.66,424.00,21.39ms,23.73ms,26.89ms,32.36ms,14837,10.01s,1482.53,244.68KB,,1,36728.13,28568,6561,118,89031902943,132597462461,22489620800,4899591,63921205,1798734,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/time_run2.log
ws,4,p3_cpu_heavy,3,1200,200,1200,32,10s,4,0,10.01,21.42ms,6.57ms,37.88ms,372.50,23.57,434.00,18.91ms,21.65ms,34.26ms,37.67ms,14839,10.01s,1482.68,244.70KB,,1,36671.96,27344,6297,163,88448615989,132058859187,22398762666,4618667,60145768,1629928,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy/time_run3.log
ws,4,p4_io_heavy_high_conc,1,100,10000,100,64,12s,4,0,12.03,164.07ms,10.74ms,165.41ms,97.32,39.73,161.00,165.20ms,165.21ms,165.23ms,165.32ms,4648,12.03s,386.29,64.13KB,,1,1423.56,8558,2136,18,1574042972,2039002127,347696386,1128506,17339932,306147,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/time_run1.log
ws,4,p4_io_heavy_high_conc,2,100,10000,100,64,12s,4,0,12.02,164.07ms,10.90ms,166.25ms,97.11,35.08,161.00,165.21ms,165.80ms,166.08ms,166.17ms,4647,12.02s,386.76,64.21KB,,1,1433.07,9003,1990,14,1566776958,2025539061,346057034,1140806,17323644,438464,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/time_run2.log
ws,4,p4_io_heavy_high_conc,3,100,10000,100,64,12s,4,0,12.02,164.07ms,10.69ms,165.71ms,97.02,31.00,161.00,165.17ms,165.24ms,165.45ms,165.58ms,4647,12.02s,386.52,64.17KB,,1,1413.67,8425,1235,13,1524391064,1979497414,338191986,1137850,17035793,529297,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc/time_run3.log
