mode,threads,preset,run,cpu1_us,io_us,cpu2_us,connections,duration,wrk_threads,exit_code,runtime_s,lat_avg,lat_stdev,lat_max,req_sec_avg,req_sec_stdev,req_sec_max,p50,p75,p90,p99,requests,total_read,requests_sec,transfer_sec,socket_errors,perf_available,perf_task_clock,perf_context_switches,perf_cpu_migrations,perf_page_faults,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,server_log,wrk_log,perf_log,time_log
classic,1,p1_light_cpu_heavy_io,1,100,8000,100,16,8s,4,0,8.01,132.10ms,9.41ms,133.31ms,32.68,10.20,40.00,133.14ms,133.19ms,133.22ms,133.26ms,961,8.01s,120.02,19.69KB,,1,291.81,1956,2,5,369049357,485842556,83283091,250138,3643133,6995,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/time_run1.log
classic,1,p1_light_cpu_heavy_io,2,100,8000,100,16,8s,4,0,8.01,132.08ms,9.41ms,133.31ms,30.69,11.74,40.00,133.12ms,133.18ms,133.22ms,133.26ms,961,8.01s,119.95,19.68KB,,1,290.63,1954,2,5,365410657,482498688,82762756,250129,3613080,6761,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/time_run2.log
classic,1,p1_light_cpu_heavy_io,3,100,8000,100,16,8s,4,0,8.01,132.08ms,9.41ms,133.28ms,31.11,11.49,40.00,133.12ms,133.18ms,133.21ms,133.25ms,961,8.01s,119.96,19.68KB,,1,290.72,1955,2,5,360350955,479570996,82422222,246108,3752144,4778,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p1_light_cpu_heavy_io/time_run3.log
classic,1,p2_balanced,1,200,5000,200,32,10s,4,0,10.01,175.28ms,13.20ms,176.99ms,46.23,22.43,80.00,176.80ms,176.84ms,176.88ms,176.96ms,1809,10.01s,180.73,29.65KB,,1,919.07,3679,2,5,1145480335,1587496764,270511750,465727,6884435,6341,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/time_run1.log
classic,1,p2_balanced,2,200,5000,200,32,10s,4,0,10.01,175.21ms,13.19ms,176.94ms,45.97,21.95,80.00,176.74ms,176.77ms,176.80ms,176.87ms,1810,10.01s,180.81,29.66KB,,1,917.01,3676,2,5,1142874255,1591923244,270822959,465819,6911590,5893,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/time_run2.log
classic,1,p2_balanced,3,200,5000,200,32,10s,4,0,10.01,175.19ms,13.18ms,176.90ms,46.21,22.75,80.00,176.72ms,176.76ms,176.80ms,176.86ms,1811,10.01s,180.90,29.68KB,,1,915.72,3684,2,5,1139785572,1591599305,271481874,465515,6760484,6391,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p2_balanced/time_run3.log
classic,1,p3_cpu_heavy,1,1200,200,1200,32,10s,4,0,10.01,85.91ms,4.50ms,87.15ms,92.83,15.22,131.00,86.27ms,86.29ms,86.32ms,86.44ms,3706,10.01s,370.36,61.12KB,,1,9227.69,7470,4,66,21927736908,32718477320,5545069832,1192575,15686173,19285,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/time_run1.log
classic,1,p3_cpu_heavy,2,1200,200,1200,32,10s,4,0,10.00,85.84ms,4.51ms,86.50ms,92.92,16.05,140.00,86.20ms,86.24ms,86.27ms,86.34ms,3708,10.00s,370.64,61.17KB,,1,9226.54,7476,6,66,22009988774,32916323010,5586477972,1170845,15705315,14431,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/time_run2.log
classic,1,p3_cpu_heavy,3,1200,200,1200,32,10s,4,0,10.00,85.90ms,4.52ms,86.56ms,92.84,15.32,140.00,86.26ms,86.29ms,86.31ms,86.35ms,3706,10.01s,370.40,61.13KB,,1,9225.75,7471,4,66,22016259206,32889981361,5573629907,1165219,15287013,18972,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p3_cpu_heavy/time_run3.log
classic,1,p4_io_heavy_high_conc,1,100,10000,100,64,12s,4,0,12.02,643.15ms,86.96ms,661.41ms,32.10,21.26,90.00,661.20ms,661.22ms,661.24ms,661.39ms,1161,12.01s,96.65,16.05KB,,1,370.02,2426,10,5,394277082,512291330,87639784,298996,4699695,5251,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/time_run1.log
classic,1,p4_io_heavy_high_conc,2,100,10000,100,64,12s,4,0,12.02,643.41ms,87.39ms,662.01ms,29.88,16.54,80.00,661.80ms,661.86ms,661.90ms,661.97ms,1161,12.01s,96.64,16.04KB,,1,377.51,2424,3,5,405063498,519997278,87638100,302085,5364936,6243,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/time_run2.log
classic,1,p4_io_heavy_high_conc,3,100,10000,100,64,12s,4,0,12.02,643.01ms,87.24ms,661.30ms,33.69,19.25,80.00,661.21ms,661.21ms,661.22ms,661.25ms,1161,12.02s,96.62,16.04KB,,1,370.47,2426,4,5,401752001,527097060,89913407,292397,4574350,15206,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p4_io_heavy_high_conc/time_run3.log
classic,1,p5_stress_mix,1,600,3000,600,96,12s,4,0,12.03,406.65ms,44.71ms,414.24ms,60.63,29.87,141.00,414.05ms,414.10ms,414.13ms,414.19ms,2785,12.03s,231.58,37.99KB,,1,3696.86,5708,6,45,6328149204,9284263212,1576110916,826208,11696520,12951,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/time_run1.log
classic,1,p5_stress_mix,2,600,3000,600,96,12s,4,0,12.05,406.57ms,44.33ms,414.00ms,59.60,29.94,150.00,413.88ms,413.89ms,413.91ms,413.96ms,2786,12.05s,231.29,37.95KB,,1,3687.84,5708,6,45,6322561862,9265934626,1571921554,765416,12317589,15246,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/time_run2.log
classic,1,p5_stress_mix,3,600,3000,600,96,12s,4,0,12.02,406.56ms,44.32ms,413.98ms,60.41,30.02,161.00,413.87ms,413.88ms,413.89ms,413.92ms,2786,12.02s,231.85,38.04KB,,1,3689.68,5715,8,45,6292960774,9270464764,1574628808,797814,12003918,12307,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p5_stress_mix/time_run3.log
classic,1,p6_ultra_io_bound,1,50,20000,50,64,12s,4,0,12.04,1.23s,233.54ms,1.30s,20.75,10.76,50.00,1.29s,1.29s,1.29s,1.30s,593,12.02s,49.32,8.09KB,,1,132.74,1288,22,5,140698756,163821588,27684707,160537,2539124,9482,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/time_run1.log
classic,1,p6_ultra_io_bound,2,50,20000,50,64,12s,4,0,12.05,1.22s,236.09ms,1.30s,15.58,8.48,50.00,1.29s,1.30s,1.30s,1.30s,593,12.03s,49.28,8.09KB,,1,133.11,1280,9,5,137507965,160578053,27650762,160633,2588727,6753,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/time_run2.log
classic,1,p6_ultra_io_bound,3,50,20000,50,64,12s,4,0,12.04,1.23s,233.76ms,1.30s,21.49,11.31,50.00,1.29s,1.29s,1.29s,1.30s,593,12.02s,49.32,8.09KB,,1,132.44,1289,2,5,136722275,160976755,27498519,155663,2471210,7113,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t1_p6_ultra_io_bound/time_run3.log
coro,1,p1_light_cpu_heavy_io,1,100,8000,100,16,8s,4,0,8.01,8.47ms,86.39us,11.87ms,470.05,14.56,484.00,8.45ms,8.49ms,8.52ms,8.60ms,14992,8.01s,1872.26,307.17KB,,1,4957.52,35454,155,211,10245000665,12951405268,2207176872,6963289,123974037,395955,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/time_run1.log
coro,1,p1_light_cpu_heavy_io,2,100,8000,100,16,8s,4,0,8.00,8.49ms,98.03us,11.86ms,469.08,14.60,484.00,8.48ms,8.51ms,8.55ms,8.70ms,14953,8.01s,1867.95,306.46KB,,1,4936.10,34050,223,226,10120774224,12839667840,2191533482,6936453,121340448,446443,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/time_run2.log
coro,1,p1_light_cpu_heavy_io,3,100,8000,100,16,8s,4,0,8.00,8.49ms,85.62us,11.52ms,469.14,15.31,484.00,8.48ms,8.52ms,8.55ms,8.68ms,14952,8.01s,1867.77,306.43KB,,1,4955.57,33866,229,211,10386018526,12988399480,2213834920,7017332,127658203,410374,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p1_light_cpu_heavy_io/time_run3.log
coro,1,p2_balanced,1,200,5000,200,32,10s,4,0,10.01,15.02ms,207.68us,18.39ms,532.34,29.92,565.00,15.00ms,15.04ms,15.07ms,15.30ms,21200,10.01s,2118.16,349.57KB,,1,11010.12,42566,117,317,25929394803,35266426824,5996249492,9289732,199651313,586026,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/time_run1.log
coro,1,p2_balanced,2,200,5000,200,32,10s,4,0,10.01,14.96ms,196.62us,18.51ms,533.94,27.17,565.00,14.95ms,14.98ms,15.00ms,15.12ms,21288,10.01s,2126.95,351.03KB,,1,11051.92,42674,91,315,25931365009,35417516376,6022388347,9281235,193359645,592829,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/time_run2.log
coro,1,p2_balanced,3,200,5000,200,32,10s,4,0,10.01,15.08ms,202.34us,18.91ms,530.42,28.33,565.00,15.07ms,15.10ms,15.13ms,15.34ms,21124,10.01s,2110.92,348.38KB,,1,11019.22,42385,270,303,25906627067,35109083325,5968833411,9207096,192478121,534245,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p2_balanced/time_run3.log
coro,1,p3_cpu_heavy,1,1200,200,1200,32,10s,4,0,10.01,78.59ms,1.92ms,78.96ms,101.56,31.74,161.00,78.73ms,78.77ms,78.80ms,78.89ms,4056,10.01s,405.30,67.29KB,,1,10337.50,8205,2,193,25096916338,37251439637,6318243762,1995800,29110397,166886,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/time_run1.log
coro,1,p3_cpu_heavy,2,1200,200,1200,32,10s,4,0,10.01,78.61ms,1.92ms,79.16ms,101.54,31.52,161.00,78.75ms,78.78ms,78.83ms,79.05ms,4055,10.01s,405.12,67.26KB,,1,10333.94,8203,51,246,25093349290,37238691127,6316601944,2060399,28694271,442057,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/time_run2.log
coro,1,p3_cpu_heavy,3,1200,200,1200,32,10s,4,0,10.01,78.61ms,1.92ms,78.99ms,101.51,31.57,161.00,78.75ms,78.78ms,78.82ms,78.89ms,4053,10.01s,404.91,67.22KB,,1,10334.31,8194,4,191,25079604682,37212753669,6312944355,2000584,29499926,171783,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p3_cpu_heavy/time_run3.log
coro,1,p4_io_heavy_high_conc,1,100,10000,100,64,12s,4,0,12.02,17.19ms,275.18us,25.84ms,0.93k,29.53,0.97k,17.16ms,17.25ms,17.36ms,18.14ms,44446,12.02s,3698.87,614.07KB,,1,14130.10,89278,5061,966,32170929777,40818632040,6953352688,19471847,362437666,2170887,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/time_run1.log
coro,1,p4_io_heavy_high_conc,2,100,10000,100,64,12s,4,0,12.02,17.33ms,379.99us,33.01ms,0.92k,40.30,0.97k,17.31ms,17.36ms,17.40ms,18.58ms,44097,12.02s,3667.50,608.86KB,,1,14098.39,88609,1021,775,32102839444,40448931829,6889806689,19478847,383983908,987962,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/time_run2.log
coro,1,p4_io_heavy_high_conc,3,100,10000,100,64,12s,4,0,12.01,17.33ms,404.69us,33.00ms,0.92k,36.73,0.97k,17.31ms,17.38ms,17.44ms,18.91ms,44096,12.01s,3670.49,609.36KB,,1,14084.73,88524,1558,751,32096864334,40472294137,6894200781,19687911,392191818,1057673,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p4_io_heavy_high_conc/time_run3.log
coro,1,p5_stress_mix,1,600,3000,600,96,12s,4,0,12.03,120.99ms,3.15ms,126.26ms,198.19,50.38,242.00,121.21ms,121.28ms,121.37ms,123.38ms,9486,12.03s,788.56,130.14KB,,1,12660.85,19137,17,603,30372083948,44387087149,7534072947,4468466,65076907,447468,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/server_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/wrk_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/perf_run1.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/time_run1.log
coro,1,p5_stress_mix,2,600,3000,600,96,12s,4,0,12.02,121.18ms,3.86ms,126.25ms,197.74,45.20,242.00,121.46ms,121.51ms,121.61ms,123.67ms,9456,12.02s,786.68,129.83KB,,1,12662.33,19085,23,499,30346147170,44251790806,7509610091,4574225,68928707,920318,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/server_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/wrk_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/perf_run2.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/time_run2.log
coro,1,p5_stress_mix,3,600,3000,600,96,12s,4,0,12.02,120.82ms,3.31ms,124.41ms,198.36,48.41,242.00,121.06ms,121.13ms,121.22ms,123.31ms,9502,12.02s,790.24,130.42KB,,1,12666.43,19183,22,611,30433672133,44546033622,7560827778,4449559,62295265,377123,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/server_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/wrk_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/perf_run3.log,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix/time_run3.log
