mode,threads,preset,cpu1_us,io_us,cpu2_us,connections,duration,wrk_threads,reps,successful_runs,best_runtime_s,avg_runtime_s,best_requests_sec,avg_requests_sec,best_latency_avg,avg_latency_avg,run_logs_dir
coro,1,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,790.240000,788.493333,120.820000,120.996667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p5_stress_mix
coro,1,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.010000,12.016667,3112.400000,3111.573333,20.430000,20.446667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t1_p6_ultra_io_bound
ws,1,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.100000,8.100000,119.020000,119.013333,132.140000,132.156667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t1_p1_light_cpu_heavy_io
ws,1,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.013333,181.070000,181.020000,175.020000,175.056667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t1_p2_balanced
ws,1,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,370.640000,370.423333,85.830000,85.883333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t1_p3_cpu_heavy
ws,1,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.030000,12.030000,96.620000,96.603333,642.900000,642.943333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t1_p4_io_heavy_high_conc
ws,1,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.030000,12.030000,231.710000,231.356667,406.390000,406.980000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t1_p5_stress_mix
ws,1,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.040000,12.043333,49.320000,49.313333,1.230000,1.230000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t1_p6_ultra_io_bound
elastic,1,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.010000,8.070000,119.990000,119.213333,132.160000,132.166667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t1_p1_light_cpu_heavy_io
elastic,1,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,181.070000,180.923333,175.080000,175.143333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t1_p2_balanced
elastic,1,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.006667,370.690000,370.490000,85.820000,85.870000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t1_p3_cpu_heavy
elastic,1,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.053333,96.640000,96.510000,642.990000,643.043333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t1_p4_io_heavy_high_conc
elastic,1,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,231.740000,231.453333,406.310000,407.040000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t1_p5_stress_mix
elastic,1,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.040000,12.043333,49.340000,49.326667,1.230000,1.230000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t1_p6_ultra_io_bound
advws,1,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.100000,8.100000,119.510000,119.180000,132.160000,132.163333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t1_p1_light_cpu_heavy_io
advws,1,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.020000,181.090000,180.720000,174.950000,175.240000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t1_p2_balanced
advws,1,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,370.640000,370.550000,85.830000,85.846667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t1_p3_cpu_heavy
advws,1,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.030000,12.030000,96.670000,96.630000,642.890000,643.000000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t1_p4_io_heavy_high_conc
advws,1,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,231.290000,230.846667,407.310000,408.093333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t1_p5_stress_mix
advws,1,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.040000,12.043333,49.340000,49.323333,1.230000,1.230000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t1_p6_ultra_io_bound
classic,2,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.066667,239.890000,239.066667,66.190000,66.213333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t2_p1_light_cpu_heavy_io
classic,2,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,361.940000,361.726667,87.760000,87.890000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t2_p2_balanced
classic,2,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,742.220000,741.870000,42.870000,42.883333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t2_p3_cpu_heavy
classic,2,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.023333,193.410000,193.366667,325.940000,325.970000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t2_p4_io_heavy_high_conc
classic,2,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.026667,462.320000,461.176667,205.500000,205.900000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t2_p5_stress_mix
classic,2,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.030000,12.030000,98.740000,98.696667,630.380000,630.443333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t2_p6_ultra_io_bound
coro,2,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.006667,1858.840000,1857.950000,8.500000,8.513333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t2_p1_light_cpu_heavy_io
coro,2,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,4271.390000,4267.966667,7.410000,7.416667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t2_p2_balanced
coro,2,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,809.420000,809.153333,39.290000,39.290000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t2_p3_cpu_heavy
coro,2,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.010000,12.010000,6035.540000,6030.000000,10.510000,10.513333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t2_p4_io_heavy_high_conc
coro,2,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,1573.490000,1572.956667,60.700000,60.720000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t2_p5_stress_mix
coro,2,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.020000,3113.400000,3112.910000,20.420000,20.420000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t2_p6_ultra_io_bound
ws,2,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.010000,8.070000,240.040000,239.076667,66.180000,66.236667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t2_p1_light_cpu_heavy_io
ws,2,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,362.190000,361.526667,87.810000,87.916667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t2_p2_balanced
ws,2,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.006667,742.570000,741.920000,42.870000,42.896667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t2_p3_cpu_heavy
ws,2,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.020000,193.430000,193.320000,325.990000,326.023333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t2_p4_io_heavy_high_conc
ws,2,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.026667,462.950000,461.866667,205.170000,205.616667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t2_p5_stress_mix
ws,2,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.030000,98.690000,98.666667,630.300000,630.323333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t2_p6_ultra_io_bound
elastic,2,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.100000,8.100000,238.410000,238.240000,66.180000,66.216667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t2_p1_light_cpu_heavy_io
elastic,2,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,361.530000,361.286667,87.950000,88.016667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t2_p2_balanced
elastic,2,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,742.490000,741.760000,42.870000,42.886667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t2_p3_cpu_heavy
elastic,2,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.050000,193.310000,192.933333,325.890000,325.983333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t2_p4_io_heavy_high_conc
elastic,2,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.010000,12.016667,462.590000,462.483333,205.440000,205.523333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t2_p5_stress_mix
elastic,2,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.026667,98.700000,98.690000,630.170000,630.340000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t2_p6_ultra_io_bound
advws,2,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.010000,8.070000,239.510000,239.290000,66.240000,66.296667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t2_p1_light_cpu_heavy_io
advws,2,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,361.380000,361.286667,88.010000,88.033333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t2_p2_balanced
advws,2,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,742.740000,742.496667,42.870000,42.883333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t2_p3_cpu_heavy
advws,2,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.030000,12.056667,193.210000,192.870000,325.820000,325.936667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t2_p4_io_heavy_high_conc
advws,2,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.020000,461.350000,461.086667,205.880000,206.026667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t2_p5_stress_mix
advws,2,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.030000,12.030000,98.790000,98.693333,630.120000,630.220000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t2_p6_ultra_io_bound
classic,4,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.100000,8.100000,479.500000,477.820000,32.990000,33.030000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p1_light_cpu_heavy_io
classic,4,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,723.910000,723.390000,43.940000,43.953333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p2_balanced
classic,4,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,1484.050000,1483.436667,21.400000,21.413333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p3_cpu_heavy
classic,4,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.020000,386.770000,386.586667,164.020000,164.070000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p4_io_heavy_high_conc
classic,4,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.010000,12.013333,925.130000,924.343333,103.100000,103.190000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p5_stress_mix
classic,4,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.030000,12.033333,197.280000,197.143333,319.460000,319.486667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t4_p6_ultra_io_bound
coro,4,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.036667,1855.730000,1849.170000,8.490000,8.496667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p1_light_cpu_heavy_io
coro,4,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,5531.510000,5523.820000,5.690000,5.693333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p2_balanced
coro,4,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,1616.840000,1615.770000,19.630000,19.640000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p3_cpu_heavy
coro,4,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.010000,12.016667,6017.670000,6013.753333,10.510000,10.520000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p4_io_heavy_high_conc
coro,4,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.010000,12.020000,3129.660000,3124.863333,30.520000,30.550000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p5_stress_mix
coro,4,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.020000,3107.650000,3106.206667,20.430000,20.436667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t4_p6_ultra_io_bound
ws,4,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.010000,8.070000,479.520000,478.983333,32.870000,32.986667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p1_light_cpu_heavy_io
ws,4,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,724.040000,723.603333,43.860000,43.933333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p2_balanced
ws,4,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,1483.200000,1482.803333,21.400000,21.413333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p3_cpu_heavy
ws,4,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.023333,386.760000,386.523333,164.070000,164.070000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p4_io_heavy_high_conc
ws,4,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,922.970000,922.933333,103.240000,103.243333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p5_stress_mix
ws,4,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.030000,12.030000,197.400000,197.270000,319.420000,319.496667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t4_p6_ultra_io_bound
elastic,4,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.100000,8.100000,478.650000,477.386667,32.900000,32.970000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t4_p1_light_cpu_heavy_io
elastic,4,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,723.480000,723.183333,43.990000,44.000000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t4_p2_balanced
elastic,4,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,1482.050000,1481.650000,21.410000,21.420000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t4_p3_cpu_heavy
elastic,4,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.010000,12.020000,386.920000,386.716667,164.020000,164.036667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t4_p4_io_heavy_high_conc
elastic,4,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.020000,923.480000,923.163333,103.280000,103.293333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t4_p5_stress_mix
elastic,4,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.030000,12.030000,197.300000,197.300000,319.400000,319.433333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t4_p6_ultra_io_bound
advws,4,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.066667,479.710000,478.130000,33.000000,33.026667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t4_p1_light_cpu_heavy_io
advws,4,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,722.720000,722.640000,43.920000,43.990000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t4_p2_balanced
advws,4,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.010000,10.010000,1483.610000,1483.100000,21.380000,21.400000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t4_p3_cpu_heavy
advws,4,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.010000,12.020000,386.730000,386.380000,164.050000,164.166667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t4_p4_io_heavy_high_conc
advws,4,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,922.520000,921.146667,103.370000,103.460000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t4_p5_stress_mix
advws,4,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.026667,197.320000,197.283333,319.360000,319.446667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t4_p6_ultra_io_bound
classic,8,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.100000,8.100000,959.760000,958.906667,16.400000,16.446667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t8_p1_light_cpu_heavy_io
classic,8,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,1448.940000,1447.246667,21.730000,21.843333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t8_p2_balanced
classic,8,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.006667,2969.110000,2967.123333,10.580000,10.613333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t8_p3_cpu_heavy
classic,8,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.023333,773.280000,772.990000,82.150000,82.163333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t8_p4_io_heavy_high_conc
classic,8,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,1847.650000,1846.293333,51.600000,51.646667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t8_p5_stress_mix
classic,8,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.026667,394.730000,394.596667,160.560000,160.613333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t8_p6_ultra_io_bound
coro,8,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.006667,1850.810000,1848.333333,8.500000,8.510000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t8_p1_light_cpu_heavy_io
coro,8,p2_balanced,200,5000,200,32,10s,4,3,3,10.000000,10.006667,5509.160000,5506.503333,5.690000,5.696667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t8_p2_balanced
coro,8,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.006667,3225.300000,3222.226667,9.800000,9.803333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t8_p3_cpu_heavy
coro,8,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.010000,12.013333,5986.530000,5986.103333,10.540000,10.543333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t8_p4_io_heavy_high_conc
coro,8,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.020000,6189.670000,6184.793333,15.370000,15.383333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t8_p5_stress_mix
coro,8,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.020000,3103.020000,3101.743333,20.430000,20.436667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t8_p6_ultra_io_bound
ws,8,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.036667,957.820000,956.246667,16.380000,16.483333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t8_p1_light_cpu_heavy_io
ws,8,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,1447.700000,1446.660000,21.830000,21.906667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t8_p2_balanced
ws,8,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.003333,2968.320000,2966.416667,10.620000,10.746667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t8_p3_cpu_heavy
ws,8,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.020000,773.180000,773.106667,82.130000,82.150000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t8_p4_io_heavy_high_conc
ws,8,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,1848.310000,1846.063333,51.600000,51.620000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t8_p5_stress_mix
ws,8,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.023333,394.860000,394.750000,160.680000,160.693333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t8_p6_ultra_io_bound
elastic,8,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.100000,8.100000,959.160000,955.883333,16.390000,16.433333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t8_p1_light_cpu_heavy_io
elastic,8,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,1446.690000,1446.100000,21.910000,21.916667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t8_p2_balanced
elastic,8,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.006667,2968.900000,2966.720000,10.610000,10.616667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t8_p3_cpu_heavy
