mode,threads,preset,cpu1_us,io_us,cpu2_us,connections,duration,wrk_threads,reps,successful_runs,best_runtime_s,avg_runtime_s,best_requests_sec,avg_requests_sec,best_latency_avg,avg_latency_avg,run_logs_dir
elastic,8,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.046667,772.550000,772.086667,82.140000,82.280000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t8_p4_io_heavy_high_conc
elastic,8,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,1850.200000,1847.380000,51.610000,51.643333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t8_p5_stress_mix
elastic,8,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.020000,394.660000,394.566667,160.550000,160.693333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t8_p6_ultra_io_bound
advws,8,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.100000,8.100000,959.620000,956.990000,16.420000,16.456667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t8_p1_light_cpu_heavy_io
advws,8,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,1445.350000,1445.233333,21.910000,21.936667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t8_p2_balanced
advws,8,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.006667,2969.490000,2967.616667,10.640000,10.650000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t8_p3_cpu_heavy
advws,8,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.030000,773.080000,772.723333,82.100000,82.110000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t8_p4_io_heavy_high_conc
advws,8,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.026667,1844.870000,1843.443333,51.630000,51.683333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t8_p5_stress_mix
advws,8,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.023333,394.610000,394.553333,160.560000,160.653333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t8_p6_ultra_io_bound
classic,16,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.010000,8.010000,1865.750000,1862.530000,8.400000,8.400000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t16_p1_light_cpu_heavy_io
classic,16,p2_balanced,200,5000,200,32,10s,4,3,3,10.000000,10.006667,2893.060000,2892.156667,10.910000,10.910000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t16_p2_balanced
classic,16,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.066667,5933.150000,5924.686667,5.230000,5.243333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t16_p3_cpu_heavy
classic,16,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.010000,12.016667,1546.170000,1545.830000,41.090000,41.113333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t16_p4_io_heavy_high_conc
classic,16,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,3691.110000,3688.943333,25.750000,25.806667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t16_p5_stress_mix
classic,16,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.010000,12.016667,789.600000,789.426667,80.450000,80.483333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/classic_t16_p6_ultra_io_bound
coro,16,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.006667,1844.550000,1843.333333,8.520000,8.523333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t16_p1_light_cpu_heavy_io
coro,16,p2_balanced,200,5000,200,32,10s,4,3,3,10.000000,10.006667,5465.480000,5458.230000,5.720000,5.723333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t16_p2_balanced
coro,16,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.000000,6409.480000,6405.736667,4.890000,4.893333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t16_p3_cpu_heavy
coro,16,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.020000,5983.830000,5980.460000,10.530000,10.533333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t16_p4_io_heavy_high_conc
coro,16,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.010000,12.010000,11946.230000,11939.546667,7.860000,7.866667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t16_p5_stress_mix
coro,16,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.023333,3103.140000,3101.283333,20.430000,20.430000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/coro_t16_p6_ultra_io_bound
ws,16,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.010000,8.010000,1862.340000,1861.900000,8.400000,8.403333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t16_p1_light_cpu_heavy_io
ws,16,p2_balanced,200,5000,200,32,10s,4,3,3,10.000000,10.006667,2893.460000,2891.723333,10.970000,11.003333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t16_p2_balanced
ws,16,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.036667,5935.310000,5925.490000,5.290000,5.516667,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t16_p3_cpu_heavy
ws,16,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.020000,1546.250000,1545.816667,41.060000,41.090000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t16_p4_io_heavy_high_conc
ws,16,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.030000,12.030000,3687.760000,3685.606667,26.000000,26.350000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t16_p5_stress_mix
ws,16,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.020000,789.560000,789.280000,80.500000,80.540000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/ws_t16_p6_ultra_io_bound
elastic,16,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.006667,1866.420000,1862.640000,8.390000,8.400000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t16_p1_light_cpu_heavy_io
elastic,16,p2_balanced,200,5000,200,32,10s,4,3,3,10.000000,10.006667,2892.370000,2890.443333,10.840000,10.900000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t16_p2_balanced
elastic,16,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.033333,5939.580000,5926.863333,5.230000,5.233333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t16_p3_cpu_heavy
elastic,16,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.010000,12.016667,1547.000000,1546.310000,40.980000,41.050000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t16_p4_io_heavy_high_conc
elastic,16,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.023333,3691.200000,3688.266667,25.790000,25.810000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t16_p5_stress_mix
elastic,16,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.023333,789.120000,788.830000,80.440000,80.530000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/elastic_t16_p6_ultra_io_bound
advws,16,p1_light_cpu_heavy_io,100,8000,100,16,8s,4,3,3,8.000000,8.006667,1866.960000,1860.166667,8.400000,8.410000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t16_p1_light_cpu_heavy_io
advws,16,p2_balanced,200,5000,200,32,10s,4,3,3,10.010000,10.010000,2889.980000,2887.816667,10.880000,11.113333,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t16_p2_balanced
advws,16,p3_cpu_heavy,1200,200,1200,32,10s,4,3,3,10.000000,10.033333,5936.840000,5922.186667,5.300000,5.360000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t16_p3_cpu_heavy
advws,16,p4_io_heavy_high_conc,100,10000,100,64,12s,4,3,3,12.020000,12.020000,1546.560000,1546.073333,40.960000,41.060000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t16_p4_io_heavy_high_conc
advws,16,p5_stress_mix,600,3000,600,96,12s,4,3,3,12.020000,12.020000,3685.580000,3683.260000,26.000000,26.220000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t16_p5_stress_mix
advws,16,p6_ultra_io_bound,50,20000,50,64,12s,4,3,3,12.020000,12.023333,788.970000,788.873333,80.550000,80.580000,/users/Superjun/Concurrency_in_Cpp/results/mixed_wrk_perf_20260303_151037/advws_t16_p6_ultra_io_bound
